Date_FK,id_event_FK,id_service_FK,id_status_FK,id_evaluation_FK
8774,5038,2231,1,-1
8446,2620,1635,1,-1
8944,8088,1593,3,-1
8585,10647,431,3,-1
8058,10736,2040,2,1759
8467,7909,695,3,3164
8174,246,2473,2,-1
8825,11876,930,1,-1
9200,5642,1183,3,-1
8098,4935,20,2,-1
8802,7516,1701,2,4795
9219,5037,957,1,4388
8681,1827,270,2,-1
8665,4793,1651,2,-1
9141,298,392,3,-1
9404,479,1176,2,-1
8776,7001,1033,1,11705
8640,7235,2154,1,-1
9061,7075,1810,3,7211
9164,9721,604,3,697
8265,1277,896,1,2441
9211,10533,654,1,-1
8600,11411,23,2,-1
8884,7488,835,1,5564
8511,7070,2070,2,-1
9174,5401,2034,3,-1
9480,8061,2393,3,-1
8563,1605,2041,2,3421
8336,2849,2011,2,4528
8896,8427,1235,3,-1
8723,8229,2146,2,-1
9335,8662,1016,2,-1
8857,11375,2384,2,11042
8360,10724,39,2,-1
9361,6953,1712,3,-1
8343,10774,1132,1,-1
8307,8722,1237,1,-1
8500,4207,2327,2,936
8195,1784,1891,3,6205
9041,11902,1422,1,-1
9160,1856,2263,2,3726
8613,11398,1508,2,-1
9297,11039,2028,1,-1
9172,1863,1070,1,3056
8864,5706,237,2,-1
8662,293,127,3,-1
8875,2443,1534,3,-1
9039,6610,230,1,5179
8511,8328,2243,2,-1
9210,151,2157,3,-1
9212,2,985,3,-1
8694,5929,1940,2,-1
8657,10809,1643,1,-1
8513,3737,467,1,388
8369,7136,1231,1,31
8715,904,501,2,8110
8786,3518,2198,1,4187
8433,6485,1576,2,-1
9445,9042,2494,3,1867
8546,6102,210,3,-1
8558,11341,138,2,7943
8399,1464,1633,1,-1
8163,6620,254,3,8924
9483,4436,916,2,-1
8637,11468,262,1,-1
8732,4429,359,3,-1
8129,6586,1332,3,-1
8992,3959,1965,3,277
8406,8838,2076,1,5936
8287,5217,115,2,5099
8054,2254,665,3,-1
9433,4134,2365,1,-1
8250,7801,951,3,1235
8628,1862,758,2,-1
9468,1050,696,2,-1
8569,4036,2054,1,-1
8941,5205,1526,1,-1
8569,5149,2020,2,-1
9488,9768,736,3,2297
8396,5297,678,2,-1
8847,11390,488,1,-1
8857,6481,778,3,-1
8124,547,2152,3,-1
8871,3005,1353,1,-1
8093,11830,1761,3,-1
8040,10201,186,3,2753
8537,1515,2148,3,10354
8893,5662,2427,3,10163
8847,6494,1678,2,3161
8372,155,2264,3,8307
8838,1671,852,3,-1
8292,5140,1892,1,-1
8851,11918,1270,3,-1
8682,3037,1618,1,-1
9156,4402,129,2,4972
8971,10971,304,1,-1
8857,9866,1773,3,-1
9339,9364,2197,3,9022
8415,1717,23,2,10535
9318,5956,2324,3,-1
9255,7789,2343,3,8568
8875,337,1598,3,-1
9194,1961,567,3,-1
8854,8615,2066,1,9222
8382,11813,464,3,9808
8503,3579,339,1,-1
9051,2836,1952,2,-1
8815,1111,1088,1,-1
8181,11098,1631,3,4352
8772,3896,1738,3,2607
8121,11148,2469,3,-1
8828,3104,2215,2,-1
8259,1841,1302,3,-1
8568,1549,905,2,-1
8992,10585,967,3,-1
8288,7022,604,1,1477
8577,985,1077,2,11039
8088,10780,688,1,-1
8709,1562,1009,1,-1
8385,10011,1978,3,-1
8954,11160,48,2,7596
9097,10258,804,3,-1
8089,7381,655,1,-1
9342,11772,454,3,11854
8961,8222,1233,2,11932
9127,11289,147,2,7676
8972,10743,1456,1,11602
8803,10240,1179,3,-1
8926,8154,1524,1,7479
8988,672,22,3,10168
8416,2576,1169,2,-1
9465,9544,348,2,1381
8950,1970,1037,1,-1
9364,1393,727,3,3147
9174,9692,171,3,9406
8871,2268,2109,2,8382
8726,92,2445,2,2473
8624,1569,2302,1,-1
9240,6748,46,3,6082
8194,5318,763,3,1487
9479,9562,2171,2,654
8191,3896,1609,3,11127
8214,8551,501,2,6134
8221,2628,505,2,-1
8477,2631,1034,1,2213
8908,7143,2357,1,3497
9411,7958,2088,3,5176
8666,10606,2470,3,-1
9236,2533,118,2,-1
8049,4520,2058,3,2214
9082,3918,2297,3,5531
9124,2019,1003,3,9544
8191,1127,2203,2,6484
9384,9057,1797,3,-1
8103,1222,761,3,5660
8338,6301,525,3,-1
8813,11163,693,2,9866
8369,11010,1648,3,2819
8324,8160,2229,3,6250
8917,910,2064,1,-1
8134,2314,46,1,3826
8278,4956,1386,2,-1
8100,5814,2101,2,-1
8696,3124,44,3,-1
9053,5925,436,3,-1
8557,4478,55,3,-1
8845,8056,845,2,8366
9007,6734,249,3,-1
8049,3496,982,3,-1
8409,6889,1410,2,2573
8208,7640,771,3,-1
9188,4400,639,3,-1
8982,5684,811,2,-1
8179,7614,151,2,-1
8961,1375,2368,3,-1
8224,6941,2088,1,1779
8453,7171,2261,2,2149
8278,92,1748,2,-1
8434,5975,1997,2,5171
9389,178,968,2,-1
8118,1783,262,3,-1
8322,5748,2166,3,-1
9092,3015,2237,1,3413
9317,8218,1394,3,-1
8372,11890,549,1,-1
9446,8569,1140,1,-1
8612,3500,2419,3,-1
8616,8306,1104,1,2524
8443,9758,28,1,-1
8860,6337,999,2,-1
8378,4370,71,3,-1
8168,1926,1819,2,-1
8276,6228,286,2,563
9179,10493,2204,2,8529
8132,9240,2441,2,5651
8904,5321,1531,3,5790
8959,342,150,1,-1
9068,757,649,2,-1
8270,4643,715,2,-1
8232,76,1741,1,-1
8786,8783,1263,1,6378
8154,9290,409,1,9509
9005,6989,1875,3,-1
9475,9292,340,3,9039
8786,2374,373,2,-1
8115,987,1935,1,9751
8683,0,1669,2,-1
8617,5390,1959,3,-1
8846,648,1233,2,-1
9067,11614,754,2,-1
8790,7289,2010,1,-1
9140,9963,761,3,11466
8263,10820,1903,3,-1
9279,9099,326,1,2740
8351,5965,383,1,-1
9406,3689,609,2,949
9359,4722,17,3,3768
8221,6807,1435,2,-1
8955,7034,1742,2,4094
8733,6513,1523,2,2806
8822,7244,1569,3,-1
8144,7162,1413,3,7990
9345,6187,891,3,-1
9292,24,993,2,5827
8202,7881,1729,1,-1
8445,2591,1792,3,-1
9380,2589,2100,1,5906
8672,9024,2239,3,10541
8406,11040,1308,3,3076
8191,3850,311,3,10270
9062,7903,1778,1,6173
8196,5901,1464,2,-1
9245,5767,1880,2,9701
8127,4662,2428,2,5340
8985,9135,1944,1,-1
8780,10843,1228,2,-1
8403,5124,2284,1,-1
9353,4111,1553,3,2851
8529,6776,2083,3,5916
8422,3575,1042,1,11521
8817,11930,1403,3,10370
8635,4941,305,1,-1
8403,7590,267,2,4733
8425,965,2113,1,-1
9064,7841,543,2,-1
9434,3499,746,3,-1
9266,6367,1381,1,-1
8566,8266,1983,1,-1
8310,7014,1583,2,-1
8860,3265,868,2,5165
9007,3002,152,3,-1
8325,4340,1414,3,10419
9185,9505,2045,2,5106
9331,593,1010,1,9867
9263,7133,353,3,-1
8343,7343,2243,2,309
8738,5100,1180,1,3552
9445,777,819,3,-1
8096,2963,557,3,-1
8963,963,1794,1,-1
8196,3062,2457,1,2954
8720,7902,1922,2,-1
8949,10342,1534,3,-1
8771,1401,1088,3,2725
9062,214,2212,3,1468
8623,11754,1768,1,10254
8502,10008,1496,3,-1
9126,4034,240,3,-1
8564,6397,407,3,-1
8152,2308,119,2,-1
8901,1919,1002,3,-1
9487,9360,1915,3,-1
9191,4768,269,3,1105
8038,9246,328,1,-1
9344,9799,2354,2,-1
8953,9543,1896,1,-1
8567,8194,114,3,-1
8958,7299,2329,1,-1
8758,2375,1215,1,-1
8802,10131,1568,1,4548
8633,3800,1325,1,-1
8662,4619,1914,2,6219
9165,342,707,2,-1
8610,8452,348,2,-1
8330,3062,1238,2,-1
8742,442,1750,2,10700
9449,6873,2308,2,-1
8623,5292,2013,1,-1
8938,8488,1185,2,-1
8360,4624,988,3,-1
8225,7822,876,1,7003
9486,9106,767,3,10362
9250,9041,380,2,-1
8643,4101,1325,2,1244
8715,1684,53,2,-1
8157,11354,1343,2,2499
8852,11897,205,1,-1
8241,11438,1033,3,7292
8447,11005,390,3,6102
9450,11583,1175,3,-1
9339,7729,1590,2,7764
8206,8661,1558,2,-1
8184,4744,106,3,10756
9237,5000,1850,2,6029
8759,3285,1781,1,10623
8622,1372,348,1,-1
9102,840,2457,3,2064
9309,3511,1452,2,-1
8683,9503,2293,3,-1
9260,10688,1913,1,6273
8489,5354,1386,2,1699
8973,3193,938,1,11336
8128,5616,746,1,1876
8847,7011,629,3,-1
8621,6595,697,1,-1
8339,2531,486,3,-1
9471,9469,1077,1,-1
8645,11095,1771,1,-1
8421,11573,349,2,-1
8182,7908,234,2,3391
8815,5773,606,3,-1
8615,8907,634,1,-1
9278,5785,474,2,-1
8303,9482,258,1,1484
8566,1214,708,2,-1
8981,11338,1131,1,-1
8519,7629,274,2,-1
9317,8312,246,1,-1
8865,5024,912,2,-1
8551,2999,1437,2,4463
8645,2359,1292,2,-1
9037,1315,21,2,11545
8999,9495,1894,2,-1
8719,8904,37,2,1792
8984,5823,1951,3,2143
8793,10080,1656,3,7762
9127,10684,1654,2,-1
8950,6007,1194,3,-1
8418,2483,219,3,-1
9145,4574,1657,3,8865
8908,2746,923,1,9863
9404,10782,1982,1,-1
8791,8823,707,1,3830
8174,7984,737,1,2574
8263,595,1833,3,-1
8841,3602,1205,3,-1
8293,10890,520,3,8930
9117,9892,283,3,-1
8752,1695,567,2,-1
9145,11748,1002,2,-1
9191,6605,1378,3,-1
8239,11840,1841,3,-1
8358,4457,382,2,6761
9041,2831,2057,2,-1
8113,2405,623,3,9217
8048,2851,1035,1,-1
9331,4624,934,1,9172
8083,8015,172,1,8046
9242,1622,1348,3,10442
8497,631,356,2,10441
8263,3108,2266,3,-1
9099,667,2327,2,7976
8938,3397,660,1,-1
8451,4360,1249,1,-1
8049,2856,379,1,4323
9413,3718,518,3,5118
8485,771,1991,3,-1
9225,1167,1977,1,-1
8158,4208,1628,3,2946
8118,11116,1308,2,-1
8780,8585,898,1,4499
8580,1431,2400,2,7156
8659,415,1984,2,-1
9233,7181,425,1,-1
8461,2126,772,2,4268
9002,8347,842,1,11707
9208,11560,741,3,-1
8784,3325,1600,1,7938
8182,11213,872,2,10385
9247,8309,1732,2,-1
9233,7058,1371,1,-1
9340,1186,1996,3,2240
8610,7169,2479,3,-1
8974,4083,675,3,6408
9055,1498,100,1,-1
8468,3689,1078,3,6697
9132,4388,62,1,-1
8465,9752,589,2,-1
8822,8218,627,1,11726
9357,90,577,3,3031
8900,6053,652,2,-1
8282,3015,263,1,5476
9238,433,2397,2,6111
8836,10931,2380,1,-1
9334,11352,1619,1,11510
8078,7533,2247,2,2061
8717,2838,1612,1,10057
8258,2938,1670,3,11055
8617,11354,327,2,-1
9084,10654,1184,3,4707
9426,11828,1567,1,8525
8211,4089,832,1,-1
9145,3931,825,2,-1
8825,6227,1226,2,1038
8535,7966,788,2,-1
9389,976,668,2,-1
9058,7159,201,3,3759
9116,1958,80,3,6067
8661,1863,589,3,-1
9278,4628,1051,1,-1
8105,9724,1612,1,5125
8366,7746,687,2,4303
8193,10898,2152,3,-1
8721,5960,1137,3,5949
9410,7793,1488,3,-1
8802,355,2273,2,6851
9134,5829,1067,1,-1
8410,5500,2055,2,-1
9103,9958,2421,2,853
9164,2676,1231,3,2721
8895,6395,2199,3,-1
8101,1244,126,3,1252
9297,153,1410,1,2634
9238,10214,1061,2,8422
8168,6643,1467,1,-1
8256,3028,1927,1,7483
9278,8508,1976,3,-1
8855,11341,1539,1,9201
8606,5127,1657,2,-1
8115,8317,778,3,-1
8351,3493,1076,3,9630
8419,9082,2068,3,-1
8063,5752,507,1,1982
8133,825,1456,2,-1
8952,7950,217,3,-1
8144,8744,570,1,-1
8799,3956,2048,1,9600
8109,8466,580,1,-1
9198,7124,2157,2,3988
9200,62,789,2,138
9130,2750,339,2,11754
8344,328,184,3,-1
8980,3662,1757,1,5837
9156,11266,1402,1,-1
8528,4254,374,3,-1
9228,4122,2073,3,-1
8311,2293,2429,1,11110
8720,10945,2235,1,10207
8600,7865,717,1,1248
8882,845,1076,1,9859
8521,8572,1838,3,-1
8442,10133,930,1,-1
8888,11866,2020,3,-1
8500,7491,794,1,-1
9342,3428,149,2,-1
9351,382,1528,3,4632
8903,2200,232,3,-1
8389,608,2313,1,-1
8366,1406,2270,1,-1
8666,413,1636,1,11040
9237,10625,2302,2,-1
8111,860,1378,2,3728
8814,5935,270,1,8258
8608,3371,1266,3,10931
8682,3405,485,1,-1
9279,11536,1447,2,-1
9159,6279,1065,2,839
9099,7120,634,1,-1
8227,7278,884,3,-1
8865,351,1098,1,-1
8283,8119,1221,2,10985
8505,7606,397,3,3215
8626,5088,633,1,6442
9359,6363,1870,2,-1
9147,920,320,3,8913
9229,5102,192,1,5960
9389,4858,1419,1,-1
8937,7719,1841,3,6436
8718,6998,416,1,-1
8914,2940,187,2,-1
8552,728,2243,3,6806
9352,9547,1685,3,-1
8778,989,2296,3,-1
8726,3760,1636,1,5669
8129,4012,1334,3,-1
9019,3967,1763,3,-1
8368,10538,2435,1,-1
8660,10992,267,3,3736
8195,5692,2153,2,-1
9242,3708,1991,2,-1
9372,9644,1764,3,-1
9034,3162,2163,3,4354
8708,11274,1493,2,890
9480,4445,2181,2,6944
8773,10351,907,2,10120
8935,5245,1166,3,4988
8694,3437,1015,2,8439
8421,7854,2045,1,10429
8987,3137,1862,1,-1
9480,11744,1680,1,-1
9272,1732,1849,1,-1
8061,3035,791,1,11699
8880,11767,760,3,-1
9020,2649,712,1,11675
8364,3652,608,2,710
8050,10404,2348,3,8794
8276,8670,1771,1,9475
8762,9326,294,3,1418
8942,4351,1156,3,2846
8114,10215,413,2,1977
9288,401,312,1,9848
8330,9781,246,3,-1
8667,69,192,1,-1
9211,8555,211,2,-1
8370,2054,1613,2,-1
8400,744,220,3,-1
8476,5751,2340,3,2686
8834,1002,1392,1,1472
8794,1491,120,3,-1
8403,7770,29,1,8228
9088,5331,1588,2,7166
8930,3671,2109,3,-1
8803,6802,381,2,3506
8839,5991,1597,3,7010
8790,7506,1438,2,1247
8386,5867,1165,2,3828
9244,10927,1101,2,7910
9324,353,2339,3,3233
8123,4646,92,2,10979
8252,4268,1189,1,-1
9192,6931,1892,2,-1
9000,11545,895,1,-1
9087,5139,1601,3,1586
8468,2960,2402,1,-1
9272,7964,923,2,8872
9013,427,2204,3,-1
9260,2550,2038,2,10331
9418,3923,1108,1,11059
9100,2542,1273,2,10128
9237,3804,1746,2,-1
9078,8863,976,1,-1
8689,313,1812,2,-1
9320,7414,816,2,-1
8834,10619,2119,3,-1
8679,2184,1162,3,-1
9423,5662,1315,1,11748
9419,5606,2133,2,247
8858,8130,2286,3,4637
8328,9105,1530,3,-1
8764,1592,1081,1,6394
8427,9593,860,3,-1
9334,10880,1512,2,-1
8245,9400,656,3,-1
8907,1650,1906,2,11187
9034,4742,1525,3,-1
9111,7812,1524,1,-1
9301,2527,1083,3,-1
8367,7497,1692,3,5765
8243,10333,2454,2,3383
8718,221,2233,2,-1
8680,3653,1022,2,7733
8768,11203,2145,1,7753
8848,11947,2265,1,-1
9303,1119,497,2,-1
8437,9236,1450,3,-1
8522,6578,1484,1,11439
8754,8843,1595,2,-1
8522,11305,2474,3,-1
9306,2775,1237,2,-1
8403,8749,1858,2,8683
8593,1293,980,2,-1
8675,2786,1025,1,-1
9282,0,922,3,1196
8570,8637,1761,1,6223
9287,4114,2114,2,-1
9414,6158,57,2,-1
8415,0,606,1,4135
8465,10073,2289,2,9115
8816,5310,1264,1,-1
8391,8692,757,1,7542
8818,10361,420,3,2577
9364,3677,1359,2,11933
8647,8829,773,1,-1
9488,7300,1252,1,4826
8774,1463,1458,2,2509
8406,6289,1691,1,7541
8486,5884,627,2,-1
8435,7888,1671,1,-1
8964,6721,1842,1,-1
8149,9969,1008,2,-1
8610,4610,2162,2,7383
8141,1576,228,2,-1
8404,3069,213,3,-1
9113,1103,1664,1,4927
8295,2286,1938,2,-1
8495,796,958,2,6522
8388,4002,2244,1,8965
8892,6354,408,2,11713
8261,1767,2144,1,-1
9463,9410,1258,1,2387
8469,11106,2253,2,-1
8633,10678,1866,3,11080
8523,9507,1715,3,-1
8160,1274,1027,1,7059
9169,7574,1787,1,6186
9477,6933,2457,3,-1
8552,1613,9,3,-1
9187,5025,199,1,2836
8491,6985,85,3,-1
8579,0,285,3,-1
8835,885,2431,3,-1
8166,28,926,2,-1
8720,985,416,1,1462
9277,9306,1765,3,3630
9114,11618,356,1,-1
8928,9191,1596,3,-1
8715,7353,1157,1,-1
9043,8586,384,3,1259
8917,10490,88,3,-1
8638,2526,619,3,6736
8289,8119,1865,2,-1
8259,6999,1926,1,4832
9396,6004,471,3,6226
8237,4801,779,2,38
8140,5883,261,1,-1
9030,10498,1941,3,7711
8997,0,1048,3,4460
9279,8491,972,3,2093
8294,3190,197,2,-1
9325,1242,942,1,-1
9444,1858,1912,2,-1
8645,815,2264,1,1439
8900,6248,485,2,-1
9258,2808,1996,1,-1
8732,5786,2414,2,7930
8851,5690,2002,1,-1
8405,8646,1212,1,-1
8447,9812,2159,3,8265
8481,3277,937,2,10831
9209,8330,1096,2,-1
8096,9751,405,1,7779
9388,11062,1668,1,-1
8428,7611,1270,2,-1
9407,1002,515,3,9850
9286,9380,919,3,2119
8519,115,431,1,-1
9455,5726,1459,1,-1
8455,5523,1079,2,2356
8097,845,895,2,3761
8148,57,2425,1,-1
9387,10806,1965,3,-1
8663,4721,148,1,9378
8390,3033,1612,2,-1
9267,9868,1638,1,-1
9094,4021,1421,2,-1
8250,9718,2394,1,-1
8081,10389,762,2,10295
8506,1168,660,2,3223
8255,1312,29,3,-1
9209,7248,617,1,9945
8228,8835,256,1,-1
8996,515,1449,1,691
8136,11128,1019,1,5557
9413,336,1479,2,-1
9215,6979,1831,2,5043
8128,10154,2390,3,6941
8040,8937,1881,1,-1
8327,5939,2081,3,-1
8441,6728,1183,2,10773
8661,7016,2349,3,-1
8604,3084,1184,2,-1
8334,9927,2308,3,-1
8795,9350,1454,2,-1
8917,1501,640,1,-1
8100,4979,1008,2,8325
9385,9652,1878,3,-1
8971,10477,980,3,-1
8590,2190,903,1,-1
9048,6589,2414,3,-1
8207,6664,887,3,8089
8873,11645,2320,3,3530
8918,5271,822,1,3204
8195,10098,549,2,-1
8634,279,822,2,-1
8226,539,948,2,8549
8127,5966,1457,2,6784
8319,2673,2337,3,182
9371,6784,1759,3,-1
9272,2491,1088,3,-1
8102,8988,2255,3,-1
9100,6439,191,3,-1
9257,11354,1570,1,305
9344,4912,969,1,-1
9027,9871,1484,1,-1
8529,11050,684,2,6290
8593,1517,283,3,-1
8332,7775,1831,2,2902
9248,10618,1876,3,7342
8432,6054,1309,1,2832
8213,6490,1768,2,-1
8287,4522,1555,2,-1
9463,9303,112,1,-1
9445,8906,1311,3,-1
9301,2337,301,3,-1
8516,230,1742,1,-1
9150,10905,2435,1,-1
8729,1656,679,2,-1
8266,4858,1945,1,3080
8679,1339,2373,2,-1
9294,1392,1777,2,-1
8973,8629,1840,3,-1
8722,3182,1827,1,-1
8266,6361,711,2,11159
8285,3291,132,1,-1
8742,2584,1231,1,7577
8215,11056,449,2,2366
8784,50,39,2,-1
9193,10815,200,1,2748
8299,7850,492,1,-1
8475,8449,2232,2,-1
9037,4092,2169,3,237
8981,400,695,2,8197
9016,1059,2002,3,1369
8478,8434,749,3,-1
8817,5909,2028,3,11321
8960,3863,1618,2,10713
8989,4160,1370,2,10439
9114,1085,126,1,-1
9177,142,408,1,-1
8818,8450,2190,2,6496
8432,6053,1518,3,1851
9421,5301,972,1,-1
8848,7539,245,3,-1
9248,10229,2137,3,11765
9180,5387,2025,3,-1
8298,10395,1609,2,-1
8310,2986,1617,3,-1
9467,8532,337,3,-1
8282,8598,124,2,11899
8658,3263,1242,2,2545
8229,3471,1268,2,-1
8267,5307,2228,1,3010
8337,4334,1655,2,-1
9241,29,2478,1,10474
9264,6236,2207,3,4012
9253,9999,17,3,-1
8240,349,465,2,-1
8573,1019,1017,1,2062
9490,8166,2428,2,-1
9030,4782,1657,1,-1
9046,10206,37,3,2106
8776,4011,577,2,11291
9315,10292,795,2,3798
9222,3557,765,2,-1
9199,4870,282,3,2590
8121,1438,879,3,8796
8356,6498,2385,2,-1
8105,8849,1112,3,-1
9373,1739,2407,1,3902
9339,3284,2348,1,11632
8108,6403,439,3,269
8269,9470,1654,2,-1
9140,11449,1350,2,-1
8759,3635,405,1,9645
8866,3176,432,3,-1
8630,9560,1323,1,9215
9290,2726,2455,1,-1
8055,5608,796,2,7285
9417,9885,928,2,-1
8696,1663,1766,1,-1
8932,2959,1884,3,1016
8880,1151,1961,2,2898
8810,2511,1582,3,-1
8827,1687,2190,3,-1
8081,8398,1536,2,1577
9336,756,1135,2,-1
9249,1351,132,1,6221
8345,780,1907,3,-1
8273,9804,429,3,-1
9396,2597,1394,1,4610
8461,11303,395,3,-1
8464,4318,656,1,-1
9357,7006,1363,1,986
8861,630,82,1,6655
9140,11570,1409,3,-1
8508,4103,2076,3,-1
9303,5033,481,2,-1
8330,10407,2169,3,-1
9450,5824,1986,1,-1
8358,6756,1595,2,-1
8058,1749,636,2,1533
9478,4010,1247,2,11203
8924,5601,228,1,6848
8251,7260,487,3,-1
8279,4761,1115,2,2827
8954,1159,1379,2,-1
8606,10573,2117,2,1844
8420,10780,122,2,-1
8249,10896,917,2,-1
8784,4069,600,1,-1
8386,9230,796,1,9797
8368,3694,230,3,-1
9440,2701,1853,1,-1
9162,7395,2124,1,-1
9359,4782,1318,2,6775
8650,9652,90,3,7963
9303,3228,1740,1,-1
8500,3960,1193,2,3049
8973,459,595,3,6824
8546,5444,1846,2,-1
8649,3193,407,2,1644
8428,1771,1875,2,-1
8102,5551,1063,2,10275
8255,3877,1475,2,2960
9001,10050,1218,1,-1
8444,4635,1701,1,-1
8626,1154,1642,3,9070
8603,5134,704,2,-1
8191,5712,1234,2,989
9346,8861,1315,3,-1
8465,7064,705,3,1575
8399,4471,1815,2,-1
8889,9444,884,2,1798
9218,9513,638,1,-1
9019,5403,1388,2,-1
8963,4312,1827,3,2280
9173,6532,2152,2,776
8361,3309,1063,3,11317
8174,1488,1730,3,7302
8524,3598,2094,3,10228
9419,7863,2328,1,-1
9184,6946,1036,1,-1
9278,4526,1838,2,3869
8361,5169,1332,1,10037
9037,1500,1842,1,8195
8168,2962,840,3,-1
9048,1774,471,3,-1
