Date_key,Date,Month,Year,Day
107,2000-04-16,04,2000,16
108,2000-04-17,04,2000,17
109,2000-04-18,04,2000,18
110,2000-04-19,04,2000,19
111,2000-04-20,04,2000,20
112,2000-04-21,04,2000,21
113,2000-04-22,04,2000,22
114,2000-04-23,04,2000,23
115,2000-04-24,04,2000,24
116,2000-04-25,04,2000,25
117,2000-04-26,04,2000,26
118,2000-04-27,04,2000,27
119,2000-04-28,04,2000,28
120,2000-04-29,04,2000,29
121,2000-04-30,04,2000,30
122,2000-05-01,05,2000,01
123,2000-05-02,05,2000,02
124,2000-05-03,05,2000,03
125,2000-05-04,05,2000,04
126,2000-05-05,05,2000,05
127,2000-05-06,05,2000,06
128,2000-05-07,05,2000,07
129,2000-05-08,05,2000,08
130,2000-05-09,05,2000,09
131,2000-05-10,05,2000,10
132,2000-05-11,05,2000,11
133,2000-05-12,05,2000,12
134,2000-05-13,05,2000,13
135,2000-05-14,05,2000,14
136,2000-05-15,05,2000,15
137,2000-05-16,05,2000,16
138,2000-05-17,05,2000,17
139,2000-05-18,05,2000,18
140,2000-05-19,05,2000,19
141,2000-05-20,05,2000,20
142,2000-05-21,05,2000,21
143,2000-05-22,05,2000,22
144,2000-05-23,05,2000,23
145,2000-05-24,05,2000,24
146,2000-05-25,05,2000,25
147,2000-05-26,05,2000,26
148,2000-05-27,05,2000,27
149,2000-05-28,05,2000,28
150,2000-05-29,05,2000,29
151,2000-05-30,05,2000,30
152,2000-05-31,05,2000,31
153,2000-06-01,06,2000,01
154,2000-06-02,06,2000,02
155,2000-06-03,06,2000,03
156,2000-06-04,06,2000,04
157,2000-06-05,06,2000,05
158,2000-06-06,06,2000,06
159,2000-06-07,06,2000,07
160,2000-06-08,06,2000,08
161,2000-06-09,06,2000,09
162,2000-06-10,06,2000,10
163,2000-06-11,06,2000,11
164,2000-06-12,06,2000,12
165,2000-06-13,06,2000,13
166,2000-06-14,06,2000,14
167,2000-06-15,06,2000,15
168,2000-06-16,06,2000,16
169,2000-06-17,06,2000,17
170,2000-06-18,06,2000,18
171,2000-06-19,06,2000,19
172,2000-06-20,06,2000,20
173,2000-06-21,06,2000,21
174,2000-06-22,06,2000,22
175,2000-06-23,06,2000,23
176,2000-06-24,06,2000,24
177,2000-06-25,06,2000,25
178,2000-06-26,06,2000,26
179,2000-06-27,06,2000,27
180,2000-06-28,06,2000,28
181,2000-06-29,06,2000,29
182,2000-06-30,06,2000,30
183,2000-07-01,07,2000,01
184,2000-07-02,07,2000,02
185,2000-07-03,07,2000,03
186,2000-07-04,07,2000,04
187,2000-07-05,07,2000,05
188,2000-07-06,07,2000,06
189,2000-07-07,07,2000,07
190,2000-07-08,07,2000,08
191,2000-07-09,07,2000,09
192,2000-07-10,07,2000,10
193,2000-07-11,07,2000,11
194,2000-07-12,07,2000,12
195,2000-07-13,07,2000,13
196,2000-07-14,07,2000,14
197,2000-07-15,07,2000,15
198,2000-07-16,07,2000,16
199,2000-07-17,07,2000,17
200,2000-07-18,07,2000,18
201,2000-07-19,07,2000,19
202,2000-07-20,07,2000,20
203,2000-07-21,07,2000,21
204,2000-07-22,07,2000,22
205,2000-07-23,07,2000,23
206,2000-07-24,07,2000,24
207,2000-07-25,07,2000,25
208,2000-07-26,07,2000,26
209,2000-07-27,07,2000,27
210,2000-07-28,07,2000,28
211,2000-07-29,07,2000,29
212,2000-07-30,07,2000,30
213,2000-07-31,07,2000,31
214,2000-08-01,08,2000,01
215,2000-08-02,08,2000,02
216,2000-08-03,08,2000,03
217,2000-08-04,08,2000,04
218,2000-08-05,08,2000,05
219,2000-08-06,08,2000,06
220,2000-08-07,08,2000,07
221,2000-08-08,08,2000,08
222,2000-08-09,08,2000,09
223,2000-08-10,08,2000,10
224,2000-08-11,08,2000,11
225,2000-08-12,08,2000,12
226,2000-08-13,08,2000,13
227,2000-08-14,08,2000,14
228,2000-08-15,08,2000,15
229,2000-08-16,08,2000,16
230,2000-08-17,08,2000,17
231,2000-08-18,08,2000,18
232,2000-08-19,08,2000,19
233,2000-08-20,08,2000,20
234,2000-08-21,08,2000,21
235,2000-08-22,08,2000,22
236,2000-08-23,08,2000,23
237,2000-08-24,08,2000,24
238,2000-08-25,08,2000,25
239,2000-08-26,08,2000,26
240,2000-08-27,08,2000,27
241,2000-08-28,08,2000,28
242,2000-08-29,08,2000,29
243,2000-08-30,08,2000,30
244,2000-08-31,08,2000,31
245,2000-09-01,09,2000,01
246,2000-09-02,09,2000,02
247,2000-09-03,09,2000,03
248,2000-09-04,09,2000,04
249,2000-09-05,09,2000,05
250,2000-09-06,09,2000,06
251,2000-09-07,09,2000,07
252,2000-09-08,09,2000,08
253,2000-09-09,09,2000,09
254,2000-09-10,09,2000,10
255,2000-09-11,09,2000,11
256,2000-09-12,09,2000,12
257,2000-09-13,09,2000,13
258,2000-09-14,09,2000,14
259,2000-09-15,09,2000,15
260,2000-09-16,09,2000,16
261,2000-09-17,09,2000,17
262,2000-09-18,09,2000,18
263,2000-09-19,09,2000,19
264,2000-09-20,09,2000,20
265,2000-09-21,09,2000,21
266,2000-09-22,09,2000,22
267,2000-09-23,09,2000,23
268,2000-09-24,09,2000,24
269,2000-09-25,09,2000,25
270,2000-09-26,09,2000,26
271,2000-09-27,09,2000,27
272,2000-09-28,09,2000,28
273,2000-09-29,09,2000,29
274,2000-09-30,09,2000,30
275,2000-10-01,10,2000,01
276,2000-10-02,10,2000,02
277,2000-10-03,10,2000,03
278,2000-10-04,10,2000,04
279,2000-10-05,10,2000,05
280,2000-10-06,10,2000,06
281,2000-10-07,10,2000,07
282,2000-10-08,10,2000,08
283,2000-10-09,10,2000,09
284,2000-10-10,10,2000,10
285,2000-10-11,10,2000,11
286,2000-10-12,10,2000,12
287,2000-10-13,10,2000,13
288,2000-10-14,10,2000,14
289,2000-10-15,10,2000,15
290,2000-10-16,10,2000,16
291,2000-10-17,10,2000,17
292,2000-10-18,10,2000,18
293,2000-10-19,10,2000,19
294,2000-10-20,10,2000,20
295,2000-10-21,10,2000,21
296,2000-10-22,10,2000,22
297,2000-10-23,10,2000,23
298,2000-10-24,10,2000,24
299,2000-10-25,10,2000,25
300,2000-10-26,10,2000,26
301,2000-10-27,10,2000,27
302,2000-10-28,10,2000,28
303,2000-10-29,10,2000,29
304,2000-10-30,10,2000,30
305,2000-10-31,10,2000,31
306,2000-11-01,11,2000,01
307,2000-11-02,11,2000,02
308,2000-11-03,11,2000,03
309,2000-11-04,11,2000,04
310,2000-11-05,11,2000,05
311,2000-11-06,11,2000,06
312,2000-11-07,11,2000,07
313,2000-11-08,11,2000,08
314,2000-11-09,11,2000,09
315,2000-11-10,11,2000,10
316,2000-11-11,11,2000,11
317,2000-11-12,11,2000,12
318,2000-11-13,11,2000,13
319,2000-11-14,11,2000,14
320,2000-11-15,11,2000,15
321,2000-11-16,11,2000,16
322,2000-11-17,11,2000,17
323,2000-11-18,11,2000,18
324,2000-11-19,11,2000,19
325,2000-11-20,11,2000,20
326,2000-11-21,11,2000,21
327,2000-11-22,11,2000,22
328,2000-11-23,11,2000,23
329,2000-11-24,11,2000,24
330,2000-11-25,11,2000,25
331,2000-11-26,11,2000,26
332,2000-11-27,11,2000,27
333,2000-11-28,11,2000,28
334,2000-11-29,11,2000,29
335,2000-11-30,11,2000,30
336,2000-12-01,12,2000,01
337,2000-12-02,12,2000,02
338,2000-12-03,12,2000,03
339,2000-12-04,12,2000,04
340,2000-12-05,12,2000,05
341,2000-12-06,12,2000,06
342,2000-12-07,12,2000,07
343,2000-12-08,12,2000,08
344,2000-12-09,12,2000,09
345,2000-12-10,12,2000,10
346,2000-12-11,12,2000,11
347,2000-12-12,12,2000,12
348,2000-12-13,12,2000,13
349,2000-12-14,12,2000,14
350,2000-12-15,12,2000,15
351,2000-12-16,12,2000,16
352,2000-12-17,12,2000,17
353,2000-12-18,12,2000,18
354,2000-12-19,12,2000,19
355,2000-12-20,12,2000,20
356,2000-12-21,12,2000,21
357,2000-12-22,12,2000,22
358,2000-12-23,12,2000,23
359,2000-12-24,12,2000,24
360,2000-12-25,12,2000,25
361,2000-12-26,12,2000,26
362,2000-12-27,12,2000,27
363,2000-12-28,12,2000,28
364,2000-12-29,12,2000,29
365,2000-12-30,12,2000,30
366,2000-12-31,12,2000,31
367,2001-01-01,01,2001,01
368,2001-01-02,01,2001,02
369,2001-01-03,01,2001,03
370,2001-01-04,01,2001,04
371,2001-01-05,01,2001,05
372,2001-01-06,01,2001,06
373,2001-01-07,01,2001,07
374,2001-01-08,01,2001,08
375,2001-01-09,01,2001,09
376,2001-01-10,01,2001,10
377,2001-01-11,01,2001,11
378,2001-01-12,01,2001,12
379,2001-01-13,01,2001,13
380,2001-01-14,01,2001,14
381,2001-01-15,01,2001,15
382,2001-01-16,01,2001,16
383,2001-01-17,01,2001,17
384,2001-01-18,01,2001,18
385,2001-01-19,01,2001,19
386,2001-01-20,01,2001,20
387,2001-01-21,01,2001,21
388,2001-01-22,01,2001,22
389,2001-01-23,01,2001,23
390,2001-01-24,01,2001,24
391,2001-01-25,01,2001,25
392,2001-01-26,01,2001,26
393,2001-01-27,01,2001,27
394,2001-01-28,01,2001,28
395,2001-01-29,01,2001,29
396,2001-01-30,01,2001,30
397,2001-01-31,01,2001,31
398,2001-02-01,02,2001,01
399,2001-02-02,02,2001,02
400,2001-02-03,02,2001,03
401,2001-02-04,02,2001,04
402,2001-02-05,02,2001,05
403,2001-02-06,02,2001,06
404,2001-02-07,02,2001,07
405,2001-02-08,02,2001,08
406,2001-02-09,02,2001,09
407,2001-02-10,02,2001,10
408,2001-02-11,02,2001,11
409,2001-02-12,02,2001,12
410,2001-02-13,02,2001,13
411,2001-02-14,02,2001,14
412,2001-02-15,02,2001,15
413,2001-02-16,02,2001,16
414,2001-02-17,02,2001,17
415,2001-02-18,02,2001,18
416,2001-02-19,02,2001,19
417,2001-02-20,02,2001,20
418,2001-02-21,02,2001,21
419,2001-02-22,02,2001,22
420,2001-02-23,02,2001,23
421,2001-02-24,02,2001,24
422,2001-02-25,02,2001,25
423,2001-02-26,02,2001,26
424,2001-02-27,02,2001,27
425,2001-02-28,02,2001,28
426,2001-03-01,03,2001,01
427,2001-03-02,03,2001,02
428,2001-03-03,03,2001,03
429,2001-03-04,03,2001,04
430,2001-03-05,03,2001,05
431,2001-03-06,03,2001,06
432,2001-03-07,03,2001,07
433,2001-03-08,03,2001,08
434,2001-03-09,03,2001,09
435,2001-03-10,03,2001,10
436,2001-03-11,03,2001,11
437,2001-03-12,03,2001,12
438,2001-03-13,03,2001,13
439,2001-03-14,03,2001,14
440,2001-03-15,03,2001,15
441,2001-03-16,03,2001,16
442,2001-03-17,03,2001,17
443,2001-03-18,03,2001,18
444,2001-03-19,03,2001,19
445,2001-03-20,03,2001,20
446,2001-03-21,03,2001,21
447,2001-03-22,03,2001,22
448,2001-03-23,03,2001,23
449,2001-03-24,03,2001,24
450,2001-03-25,03,2001,25
451,2001-03-26,03,2001,26
452,2001-03-27,03,2001,27
453,2001-03-28,03,2001,28
454,2001-03-29,03,2001,29
455,2001-03-30,03,2001,30
456,2001-03-31,03,2001,31
457,2001-04-01,04,2001,01
458,2001-04-02,04,2001,02
459,2001-04-03,04,2001,03
460,2001-04-04,04,2001,04
461,2001-04-05,04,2001,05
462,2001-04-06,04,2001,06
463,2001-04-07,04,2001,07
464,2001-04-08,04,2001,08
465,2001-04-09,04,2001,09
466,2001-04-10,04,2001,10
467,2001-04-11,04,2001,11
468,2001-04-12,04,2001,12
469,2001-04-13,04,2001,13
470,2001-04-14,04,2001,14
471,2001-04-15,04,2001,15
472,2001-04-16,04,2001,16
473,2001-04-17,04,2001,17
474,2001-04-18,04,2001,18
475,2001-04-19,04,2001,19
476,2001-04-20,04,2001,20
477,2001-04-21,04,2001,21
478,2001-04-22,04,2001,22
479,2001-04-23,04,2001,23
480,2001-04-24,04,2001,24
481,2001-04-25,04,2001,25
482,2001-04-26,04,2001,26
483,2001-04-27,04,2001,27
484,2001-04-28,04,2001,28
485,2001-04-29,04,2001,29
486,2001-04-30,04,2001,30
487,2001-05-01,05,2001,01
488,2001-05-02,05,2001,02
489,2001-05-03,05,2001,03
490,2001-05-04,05,2001,04
491,2001-05-05,05,2001,05
492,2001-05-06,05,2001,06
493,2001-05-07,05,2001,07
494,2001-05-08,05,2001,08
495,2001-05-09,05,2001,09
496,2001-05-10,05,2001,10
497,2001-05-11,05,2001,11
498,2001-05-12,05,2001,12
499,2001-05-13,05,2001,13
500,2001-05-14,05,2001,14
501,2001-05-15,05,2001,15
502,2001-05-16,05,2001,16
503,2001-05-17,05,2001,17
504,2001-05-18,05,2001,18
505,2001-05-19,05,2001,19
506,2001-05-20,05,2001,20
507,2001-05-21,05,2001,21
508,2001-05-22,05,2001,22
509,2001-05-23,05,2001,23
510,2001-05-24,05,2001,24
511,2001-05-25,05,2001,25
512,2001-05-26,05,2001,26
513,2001-05-27,05,2001,27
514,2001-05-28,05,2001,28
515,2001-05-29,05,2001,29
516,2001-05-30,05,2001,30
517,2001-05-31,05,2001,31
518,2001-06-01,06,2001,01
519,2001-06-02,06,2001,02
520,2001-06-03,06,2001,03
521,2001-06-04,06,2001,04
522,2001-06-05,06,2001,05
523,2001-06-06,06,2001,06
524,2001-06-07,06,2001,07
525,2001-06-08,06,2001,08
526,2001-06-09,06,2001,09
527,2001-06-10,06,2001,10
528,2001-06-11,06,2001,11
529,2001-06-12,06,2001,12
530,2001-06-13,06,2001,13
531,2001-06-14,06,2001,14
532,2001-06-15,06,2001,15
533,2001-06-16,06,2001,16
534,2001-06-17,06,2001,17
535,2001-06-18,06,2001,18
536,2001-06-19,06,2001,19
537,2001-06-20,06,2001,20
538,2001-06-21,06,2001,21
539,2001-06-22,06,2001,22
540,2001-06-23,06,2001,23
541,2001-06-24,06,2001,24
542,2001-06-25,06,2001,25
543,2001-06-26,06,2001,26
544,2001-06-27,06,2001,27
545,2001-06-28,06,2001,28
546,2001-06-29,06,2001,29
547,2001-06-30,06,2001,30
548,2001-07-01,07,2001,01
549,2001-07-02,07,2001,02
550,2001-07-03,07,2001,03
551,2001-07-04,07,2001,04
552,2001-07-05,07,2001,05
553,2001-07-06,07,2001,06
554,2001-07-07,07,2001,07
555,2001-07-08,07,2001,08
556,2001-07-09,07,2001,09
557,2001-07-10,07,2001,10
558,2001-07-11,07,2001,11
559,2001-07-12,07,2001,12
560,2001-07-13,07,2001,13
561,2001-07-14,07,2001,14
562,2001-07-15,07,2001,15
563,2001-07-16,07,2001,16
564,2001-07-17,07,2001,17
565,2001-07-18,07,2001,18
566,2001-07-19,07,2001,19
567,2001-07-20,07,2001,20
568,2001-07-21,07,2001,21
569,2001-07-22,07,2001,22
570,2001-07-23,07,2001,23
571,2001-07-24,07,2001,24
572,2001-07-25,07,2001,25
573,2001-07-26,07,2001,26
574,2001-07-27,07,2001,27
575,2001-07-28,07,2001,28
576,2001-07-29,07,2001,29
577,2001-07-30,07,2001,30
578,2001-07-31,07,2001,31
579,2001-08-01,08,2001,01
580,2001-08-02,08,2001,02
581,2001-08-03,08,2001,03
582,2001-08-04,08,2001,04
583,2001-08-05,08,2001,05
584,2001-08-06,08,2001,06
585,2001-08-07,08,2001,07
586,2001-08-08,08,2001,08
587,2001-08-09,08,2001,09
588,2001-08-10,08,2001,10
589,2001-08-11,08,2001,11
590,2001-08-12,08,2001,12
591,2001-08-13,08,2001,13
592,2001-08-14,08,2001,14
593,2001-08-15,08,2001,15
594,2001-08-16,08,2001,16
595,2001-08-17,08,2001,17
596,2001-08-18,08,2001,18
597,2001-08-19,08,2001,19
598,2001-08-20,08,2001,20
599,2001-08-21,08,2001,21
600,2001-08-22,08,2001,22
601,2001-08-23,08,2001,23
602,2001-08-24,08,2001,24
603,2001-08-25,08,2001,25
604,2001-08-26,08,2001,26
605,2001-08-27,08,2001,27
606,2001-08-28,08,2001,28
607,2001-08-29,08,2001,29
608,2001-08-30,08,2001,30
609,2001-08-31,08,2001,31
610,2001-09-01,09,2001,01
611,2001-09-02,09,2001,02
612,2001-09-03,09,2001,03
613,2001-09-04,09,2001,04
614,2001-09-05,09,2001,05
615,2001-09-06,09,2001,06
616,2001-09-07,09,2001,07
617,2001-09-08,09,2001,08
618,2001-09-09,09,2001,09
619,2001-09-10,09,2001,10
620,2001-09-11,09,2001,11
621,2001-09-12,09,2001,12
622,2001-09-13,09,2001,13
623,2001-09-14,09,2001,14
624,2001-09-15,09,2001,15
625,2001-09-16,09,2001,16
626,2001-09-17,09,2001,17
627,2001-09-18,09,2001,18
628,2001-09-19,09,2001,19
629,2001-09-20,09,2001,20
630,2001-09-21,09,2001,21
631,2001-09-22,09,2001,22
632,2001-09-23,09,2001,23
633,2001-09-24,09,2001,24
634,2001-09-25,09,2001,25
635,2001-09-26,09,2001,26
636,2001-09-27,09,2001,27
637,2001-09-28,09,2001,28
638,2001-09-29,09,2001,29
639,2001-09-30,09,2001,30
640,2001-10-01,10,2001,01
641,2001-10-02,10,2001,02
642,2001-10-03,10,2001,03
643,2001-10-04,10,2001,04
644,2001-10-05,10,2001,05
645,2001-10-06,10,2001,06
646,2001-10-07,10,2001,07
647,2001-10-08,10,2001,08
648,2001-10-09,10,2001,09
649,2001-10-10,10,2001,10
650,2001-10-11,10,2001,11
651,2001-10-12,10,2001,12
652,2001-10-13,10,2001,13
653,2001-10-14,10,2001,14
654,2001-10-15,10,2001,15
655,2001-10-16,10,2001,16
656,2001-10-17,10,2001,17
657,2001-10-18,10,2001,18
658,2001-10-19,10,2001,19
659,2001-10-20,10,2001,20
660,2001-10-21,10,2001,21
661,2001-10-22,10,2001,22
662,2001-10-23,10,2001,23
663,2001-10-24,10,2001,24
664,2001-10-25,10,2001,25
665,2001-10-26,10,2001,26
666,2001-10-27,10,2001,27
667,2001-10-28,10,2001,28
668,2001-10-29,10,2001,29
669,2001-10-30,10,2001,30
670,2001-10-31,10,2001,31
671,2001-11-01,11,2001,01
672,2001-11-02,11,2001,02
673,2001-11-03,11,2001,03
674,2001-11-04,11,2001,04
675,2001-11-05,11,2001,05
676,2001-11-06,11,2001,06
677,2001-11-07,11,2001,07
678,2001-11-08,11,2001,08
679,2001-11-09,11,2001,09
680,2001-11-10,11,2001,10
681,2001-11-11,11,2001,11
682,2001-11-12,11,2001,12
683,2001-11-13,11,2001,13
684,2001-11-14,11,2001,14
685,2001-11-15,11,2001,15
686,2001-11-16,11,2001,16
687,2001-11-17,11,2001,17
688,2001-11-18,11,2001,18
689,2001-11-19,11,2001,19
690,2001-11-20,11,2001,20
691,2001-11-21,11,2001,21
692,2001-11-22,11,2001,22
693,2001-11-23,11,2001,23
694,2001-11-24,11,2001,24
695,2001-11-25,11,2001,25
696,2001-11-26,11,2001,26
697,2001-11-27,11,2001,27
698,2001-11-28,11,2001,28
699,2001-11-29,11,2001,29
700,2001-11-30,11,2001,30
701,2001-12-01,12,2001,01
702,2001-12-02,12,2001,02
703,2001-12-03,12,2001,03
704,2001-12-04,12,2001,04
705,2001-12-05,12,2001,05
706,2001-12-06,12,2001,06
707,2001-12-07,12,2001,07
708,2001-12-08,12,2001,08
709,2001-12-09,12,2001,09
710,2001-12-10,12,2001,10
711,2001-12-11,12,2001,11
712,2001-12-12,12,2001,12
713,2001-12-13,12,2001,13
714,2001-12-14,12,2001,14
715,2001-12-15,12,2001,15
716,2001-12-16,12,2001,16
717,2001-12-17,12,2001,17
718,2001-12-18,12,2001,18
719,2001-12-19,12,2001,19
720,2001-12-20,12,2001,20
721,2001-12-21,12,2001,21
722,2001-12-22,12,2001,22
723,2001-12-23,12,2001,23
724,2001-12-24,12,2001,24
725,2001-12-25,12,2001,25
726,2001-12-26,12,2001,26
727,2001-12-27,12,2001,27
728,2001-12-28,12,2001,28
729,2001-12-29,12,2001,29
730,2001-12-30,12,2001,30
731,2001-12-31,12,2001,31
732,2002-01-01,01,2002,01
733,2002-01-02,01,2002,02
734,2002-01-03,01,2002,03
735,2002-01-04,01,2002,04
736,2002-01-05,01,2002,05
737,2002-01-06,01,2002,06
738,2002-01-07,01,2002,07
739,2002-01-08,01,2002,08
740,2002-01-09,01,2002,09
741,2002-01-10,01,2002,10
742,2002-01-11,01,2002,11
743,2002-01-12,01,2002,12
744,2002-01-13,01,2002,13
745,2002-01-14,01,2002,14
746,2002-01-15,01,2002,15
747,2002-01-16,01,2002,16
748,2002-01-17,01,2002,17
749,2002-01-18,01,2002,18
750,2002-01-19,01,2002,19
751,2002-01-20,01,2002,20
752,2002-01-21,01,2002,21
753,2002-01-22,01,2002,22
754,2002-01-23,01,2002,23
755,2002-01-24,01,2002,24
756,2002-01-25,01,2002,25
757,2002-01-26,01,2002,26
758,2002-01-27,01,2002,27
759,2002-01-28,01,2002,28
760,2002-01-29,01,2002,29
761,2002-01-30,01,2002,30
762,2002-01-31,01,2002,31
763,2002-02-01,02,2002,01
764,2002-02-02,02,2002,02
765,2002-02-03,02,2002,03
766,2002-02-04,02,2002,04
767,2002-02-05,02,2002,05
768,2002-02-06,02,2002,06
769,2002-02-07,02,2002,07
770,2002-02-08,02,2002,08
771,2002-02-09,02,2002,09
772,2002-02-10,02,2002,10
773,2002-02-11,02,2002,11
774,2002-02-12,02,2002,12
775,2002-02-13,02,2002,13
776,2002-02-14,02,2002,14
777,2002-02-15,02,2002,15
778,2002-02-16,02,2002,16
779,2002-02-17,02,2002,17
780,2002-02-18,02,2002,18
781,2002-02-19,02,2002,19
782,2002-02-20,02,2002,20
783,2002-02-21,02,2002,21
784,2002-02-22,02,2002,22
785,2002-02-23,02,2002,23
786,2002-02-24,02,2002,24
787,2002-02-25,02,2002,25
788,2002-02-26,02,2002,26
789,2002-02-27,02,2002,27
790,2002-02-28,02,2002,28
791,2002-03-01,03,2002,01
792,2002-03-02,03,2002,02
793,2002-03-03,03,2002,03
794,2002-03-04,03,2002,04
795,2002-03-05,03,2002,05
796,2002-03-06,03,2002,06
797,2002-03-07,03,2002,07
798,2002-03-08,03,2002,08
799,2002-03-09,03,2002,09
800,2002-03-10,03,2002,10
801,2002-03-11,03,2002,11
802,2002-03-12,03,2002,12
803,2002-03-13,03,2002,13
804,2002-03-14,03,2002,14
805,2002-03-15,03,2002,15
806,2002-03-16,03,2002,16
807,2002-03-17,03,2002,17
808,2002-03-18,03,2002,18
809,2002-03-19,03,2002,19
810,2002-03-20,03,2002,20
811,2002-03-21,03,2002,21
812,2002-03-22,03,2002,22
813,2002-03-23,03,2002,23
814,2002-03-24,03,2002,24
815,2002-03-25,03,2002,25
816,2002-03-26,03,2002,26
817,2002-03-27,03,2002,27
818,2002-03-28,03,2002,28
819,2002-03-29,03,2002,29
820,2002-03-30,03,2002,30
821,2002-03-31,03,2002,31
822,2002-04-01,04,2002,01
823,2002-04-02,04,2002,02
824,2002-04-03,04,2002,03
825,2002-04-04,04,2002,04
826,2002-04-05,04,2002,05
827,2002-04-06,04,2002,06
828,2002-04-07,04,2002,07
829,2002-04-08,04,2002,08
830,2002-04-09,04,2002,09
831,2002-04-10,04,2002,10
832,2002-04-11,04,2002,11
833,2002-04-12,04,2002,12
834,2002-04-13,04,2002,13
835,2002-04-14,04,2002,14
836,2002-04-15,04,2002,15
837,2002-04-16,04,2002,16
838,2002-04-17,04,2002,17
839,2002-04-18,04,2002,18
840,2002-04-19,04,2002,19
841,2002-04-20,04,2002,20
842,2002-04-21,04,2002,21
843,2002-04-22,04,2002,22
844,2002-04-23,04,2002,23
845,2002-04-24,04,2002,24
846,2002-04-25,04,2002,25
847,2002-04-26,04,2002,26
848,2002-04-27,04,2002,27
849,2002-04-28,04,2002,28
850,2002-04-29,04,2002,29
851,2002-04-30,04,2002,30
852,2002-05-01,05,2002,01
853,2002-05-02,05,2002,02
854,2002-05-03,05,2002,03
855,2002-05-04,05,2002,04
856,2002-05-05,05,2002,05
857,2002-05-06,05,2002,06
858,2002-05-07,05,2002,07
859,2002-05-08,05,2002,08
860,2002-05-09,05,2002,09
861,2002-05-10,05,2002,10
862,2002-05-11,05,2002,11
863,2002-05-12,05,2002,12
864,2002-05-13,05,2002,13
865,2002-05-14,05,2002,14
866,2002-05-15,05,2002,15
867,2002-05-16,05,2002,16
868,2002-05-17,05,2002,17
869,2002-05-18,05,2002,18
870,2002-05-19,05,2002,19
871,2002-05-20,05,2002,20
872,2002-05-21,05,2002,21
