id_date,Date,Day,Month,Year
163,2000-09-12,12,09,2000
164,2000-09-13,13,09,2000
165,2000-09-14,14,09,2000
166,2000-09-15,15,09,2000
167,2000-09-16,16,09,2000
168,2000-09-17,17,09,2000
169,2000-09-18,18,09,2000
170,2000-09-19,19,09,2000
171,2000-09-20,20,09,2000
172,2000-09-21,21,09,2000
173,2000-09-22,22,09,2000
174,2000-09-23,23,09,2000
175,2000-09-24,24,09,2000
176,2000-09-25,25,09,2000
177,2000-09-26,26,09,2000
178,2000-09-27,27,09,2000
179,2000-09-28,28,09,2000
180,2000-09-29,29,09,2000
181,2000-09-30,30,09,2000
182,2000-10-01,01,10,2000
183,2000-10-02,02,10,2000
184,2000-10-03,03,10,2000
185,2000-10-04,04,10,2000
186,2000-10-05,05,10,2000
187,2000-10-06,06,10,2000
188,2000-10-07,07,10,2000
189,2000-10-08,08,10,2000
190,2000-10-09,09,10,2000
191,2000-10-10,10,10,2000
192,2000-10-11,11,10,2000
193,2000-10-12,12,10,2000
194,2000-10-13,13,10,2000
195,2000-10-14,14,10,2000
196,2000-10-15,15,10,2000
197,2000-10-16,16,10,2000
198,2000-10-17,17,10,2000
199,2000-10-18,18,10,2000
200,2000-10-19,19,10,2000
201,2000-10-20,20,10,2000
202,2000-10-21,21,10,2000
203,2000-10-22,22,10,2000
204,2000-10-23,23,10,2000
205,2000-10-24,24,10,2000
206,2000-10-25,25,10,2000
207,2000-10-26,26,10,2000
208,2000-10-27,27,10,2000
209,2000-10-28,28,10,2000
210,2000-10-29,29,10,2000
211,2000-10-30,30,10,2000
212,2000-10-31,31,10,2000
213,2000-11-01,01,11,2000
214,2000-11-02,02,11,2000
215,2000-11-03,03,11,2000
216,2000-11-04,04,11,2000
217,2000-11-05,05,11,2000
218,2000-11-06,06,11,2000
219,2000-11-07,07,11,2000
220,2000-11-08,08,11,2000
221,2000-11-09,09,11,2000
222,2000-11-10,10,11,2000
223,2000-11-11,11,11,2000
224,2000-11-12,12,11,2000
225,2000-11-13,13,11,2000
226,2000-11-14,14,11,2000
227,2000-11-15,15,11,2000
228,2000-11-16,16,11,2000
229,2000-11-17,17,11,2000
230,2000-11-18,18,11,2000
231,2000-11-19,19,11,2000
232,2000-11-20,20,11,2000
233,2000-11-21,21,11,2000
234,2000-11-22,22,11,2000
235,2000-11-23,23,11,2000
236,2000-11-24,24,11,2000
237,2000-11-25,25,11,2000
238,2000-11-26,26,11,2000
239,2000-11-27,27,11,2000
240,2000-11-28,28,11,2000
241,2000-11-29,29,11,2000
242,2000-11-30,30,11,2000
243,2000-12-01,01,12,2000
244,2000-12-02,02,12,2000
245,2000-12-03,03,12,2000
246,2000-12-04,04,12,2000
247,2000-12-05,05,12,2000
248,2000-12-06,06,12,2000
249,2000-12-07,07,12,2000
250,2000-12-08,08,12,2000
251,2000-12-09,09,12,2000
252,2000-12-10,10,12,2000
253,2000-12-11,11,12,2000
254,2000-12-12,12,12,2000
255,2000-12-13,13,12,2000
256,2000-12-14,14,12,2000
257,2000-12-15,15,12,2000
258,2000-12-16,16,12,2000
259,2000-12-17,17,12,2000
260,2000-12-18,18,12,2000
261,2000-12-19,19,12,2000
262,2000-12-20,20,12,2000
263,2000-12-21,21,12,2000
264,2000-12-22,22,12,2000
265,2000-12-23,23,12,2000
266,2000-12-24,24,12,2000
267,2000-12-25,25,12,2000
268,2000-12-26,26,12,2000
269,2000-12-27,27,12,2000
270,2000-12-28,28,12,2000
271,2000-12-29,29,12,2000
272,2000-12-30,30,12,2000
273,2000-12-31,31,12,2000
274,2001-01-01,01,01,2001
275,2001-01-02,02,01,2001
276,2001-01-03,03,01,2001
277,2001-01-04,04,01,2001
278,2001-01-05,05,01,2001
279,2001-01-06,06,01,2001
280,2001-01-07,07,01,2001
281,2001-01-08,08,01,2001
282,2001-01-09,09,01,2001
283,2001-01-10,10,01,2001
284,2001-01-11,11,01,2001
285,2001-01-12,12,01,2001
286,2001-01-13,13,01,2001
287,2001-01-14,14,01,2001
288,2001-01-15,15,01,2001
289,2001-01-16,16,01,2001
290,2001-01-17,17,01,2001
291,2001-01-18,18,01,2001
292,2001-01-19,19,01,2001
293,2001-01-20,20,01,2001
294,2001-01-21,21,01,2001
295,2001-01-22,22,01,2001
296,2001-01-23,23,01,2001
297,2001-01-24,24,01,2001
298,2001-01-25,25,01,2001
299,2001-01-26,26,01,2001
300,2001-01-27,27,01,2001
301,2001-01-28,28,01,2001
302,2001-01-29,29,01,2001
303,2001-01-30,30,01,2001
304,2001-01-31,31,01,2001
305,2001-02-01,01,02,2001
306,2001-02-02,02,02,2001
307,2001-02-03,03,02,2001
308,2001-02-04,04,02,2001
309,2001-02-05,05,02,2001
310,2001-02-06,06,02,2001
311,2001-02-07,07,02,2001
312,2001-02-08,08,02,2001
313,2001-02-09,09,02,2001
314,2001-02-10,10,02,2001
315,2001-02-11,11,02,2001
316,2001-02-12,12,02,2001
317,2001-02-13,13,02,2001
318,2001-02-14,14,02,2001
319,2001-02-15,15,02,2001
320,2001-02-16,16,02,2001
321,2001-02-17,17,02,2001
322,2001-02-18,18,02,2001
323,2001-02-19,19,02,2001
324,2001-02-20,20,02,2001
325,2001-02-21,21,02,2001
326,2001-02-22,22,02,2001
327,2001-02-23,23,02,2001
328,2001-02-24,24,02,2001
329,2001-02-25,25,02,2001
330,2001-02-26,26,02,2001
331,2001-02-27,27,02,2001
332,2001-02-28,28,02,2001
333,2001-03-01,01,03,2001
334,2001-03-02,02,03,2001
335,2001-03-03,03,03,2001
336,2001-03-04,04,03,2001
337,2001-03-05,05,03,2001
338,2001-03-06,06,03,2001
339,2001-03-07,07,03,2001
340,2001-03-08,08,03,2001
341,2001-03-09,09,03,2001
342,2001-03-10,10,03,2001
343,2001-03-11,11,03,2001
344,2001-03-12,12,03,2001
345,2001-03-13,13,03,2001
346,2001-03-14,14,03,2001
347,2001-03-15,15,03,2001
348,2001-03-16,16,03,2001
349,2001-03-17,17,03,2001
350,2001-03-18,18,03,2001
351,2001-03-19,19,03,2001
352,2001-03-20,20,03,2001
353,2001-03-21,21,03,2001
354,2001-03-22,22,03,2001
355,2001-03-23,23,03,2001
356,2001-03-24,24,03,2001
357,2001-03-25,25,03,2001
358,2001-03-26,26,03,2001
359,2001-03-27,27,03,2001
360,2001-03-28,28,03,2001
361,2001-03-29,29,03,2001
362,2001-03-30,30,03,2001
363,2001-03-31,31,03,2001
364,2001-04-01,01,04,2001
365,2001-04-02,02,04,2001
366,2001-04-03,03,04,2001
367,2001-04-04,04,04,2001
368,2001-04-05,05,04,2001
369,2001-04-06,06,04,2001
370,2001-04-07,07,04,2001
371,2001-04-08,08,04,2001
372,2001-04-09,09,04,2001
373,2001-04-10,10,04,2001
374,2001-04-11,11,04,2001
375,2001-04-12,12,04,2001
376,2001-04-13,13,04,2001
377,2001-04-14,14,04,2001
378,2001-04-15,15,04,2001
379,2001-04-16,16,04,2001
380,2001-04-17,17,04,2001
381,2001-04-18,18,04,2001
382,2001-04-19,19,04,2001
383,2001-04-20,20,04,2001
384,2001-04-21,21,04,2001
385,2001-04-22,22,04,2001
386,2001-04-23,23,04,2001
387,2001-04-24,24,04,2001
388,2001-04-25,25,04,2001
389,2001-04-26,26,04,2001
390,2001-04-27,27,04,2001
391,2001-04-28,28,04,2001
392,2001-04-29,29,04,2001
393,2001-04-30,30,04,2001
394,2001-05-01,01,05,2001
395,2001-05-02,02,05,2001
396,2001-05-03,03,05,2001
397,2001-05-04,04,05,2001
398,2001-05-05,05,05,2001
399,2001-05-06,06,05,2001
400,2001-05-07,07,05,2001
401,2001-05-08,08,05,2001
402,2001-05-09,09,05,2001
403,2001-05-10,10,05,2001
404,2001-05-11,11,05,2001
405,2001-05-12,12,05,2001
406,2001-05-13,13,05,2001
407,2001-05-14,14,05,2001
408,2001-05-15,15,05,2001
409,2001-05-16,16,05,2001
410,2001-05-17,17,05,2001
411,2001-05-18,18,05,2001
412,2001-05-19,19,05,2001
413,2001-05-20,20,05,2001
414,2001-05-21,21,05,2001
415,2001-05-22,22,05,2001
416,2001-05-23,23,05,2001
417,2001-05-24,24,05,2001
418,2001-05-25,25,05,2001
419,2001-05-26,26,05,2001
420,2001-05-27,27,05,2001
421,2001-05-28,28,05,2001
422,2001-05-29,29,05,2001
423,2001-05-30,30,05,2001
424,2001-05-31,31,05,2001
425,2001-06-01,01,06,2001
426,2001-06-02,02,06,2001
427,2001-06-03,03,06,2001
428,2001-06-04,04,06,2001
429,2001-06-05,05,06,2001
430,2001-06-06,06,06,2001
431,2001-06-07,07,06,2001
432,2001-06-08,08,06,2001
433,2001-06-09,09,06,2001
434,2001-06-10,10,06,2001
435,2001-06-11,11,06,2001
436,2001-06-12,12,06,2001
437,2001-06-13,13,06,2001
438,2001-06-14,14,06,2001
439,2001-06-15,15,06,2001
440,2001-06-16,16,06,2001
441,2001-06-17,17,06,2001
442,2001-06-18,18,06,2001
443,2001-06-19,19,06,2001
444,2001-06-20,20,06,2001
445,2001-06-21,21,06,2001
446,2001-06-22,22,06,2001
447,2001-06-23,23,06,2001
448,2001-06-24,24,06,2001
449,2001-06-25,25,06,2001
450,2001-06-26,26,06,2001
451,2001-06-27,27,06,2001
452,2001-06-28,28,06,2001
453,2001-06-29,29,06,2001
454,2001-06-30,30,06,2001
455,2001-07-01,01,07,2001
456,2001-07-02,02,07,2001
457,2001-07-03,03,07,2001
458,2001-07-04,04,07,2001
459,2001-07-05,05,07,2001
460,2001-07-06,06,07,2001
461,2001-07-07,07,07,2001
462,2001-07-08,08,07,2001
463,2001-07-09,09,07,2001
464,2001-07-10,10,07,2001
465,2001-07-11,11,07,2001
466,2001-07-12,12,07,2001
467,2001-07-13,13,07,2001
468,2001-07-14,14,07,2001
469,2001-07-15,15,07,2001
470,2001-07-16,16,07,2001
471,2001-07-17,17,07,2001
472,2001-07-18,18,07,2001
473,2001-07-19,19,07,2001
474,2001-07-20,20,07,2001
475,2001-07-21,21,07,2001
476,2001-07-22,22,07,2001
477,2001-07-23,23,07,2001
478,2001-07-24,24,07,2001
479,2001-07-25,25,07,2001
480,2001-07-26,26,07,2001
481,2001-07-27,27,07,2001
482,2001-07-28,28,07,2001
483,2001-07-29,29,07,2001
484,2001-07-30,30,07,2001
485,2001-07-31,31,07,2001
486,2001-08-01,01,08,2001
487,2001-08-02,02,08,2001
488,2001-08-03,03,08,2001
489,2001-08-04,04,08,2001
490,2001-08-05,05,08,2001
491,2001-08-06,06,08,2001
492,2001-08-07,07,08,2001
493,2001-08-08,08,08,2001
494,2001-08-09,09,08,2001
495,2001-08-10,10,08,2001
496,2001-08-11,11,08,2001
497,2001-08-12,12,08,2001
498,2001-08-13,13,08,2001
499,2001-08-14,14,08,2001
500,2001-08-15,15,08,2001
501,2001-08-16,16,08,2001
502,2001-08-17,17,08,2001
503,2001-08-18,18,08,2001
504,2001-08-19,19,08,2001
505,2001-08-20,20,08,2001
506,2001-08-21,21,08,2001
507,2001-08-22,22,08,2001
508,2001-08-23,23,08,2001
509,2001-08-24,24,08,2001
510,2001-08-25,25,08,2001
511,2001-08-26,26,08,2001
512,2001-08-27,27,08,2001
513,2001-08-28,28,08,2001
514,2001-08-29,29,08,2001
515,2001-08-30,30,08,2001
516,2001-08-31,31,08,2001
517,2001-09-01,01,09,2001
518,2001-09-02,02,09,2001
519,2001-09-03,03,09,2001
520,2001-09-04,04,09,2001
521,2001-09-05,05,09,2001
522,2001-09-06,06,09,2001
523,2001-09-07,07,09,2001
524,2001-09-08,08,09,2001
525,2001-09-09,09,09,2001
526,2001-09-10,10,09,2001
527,2001-09-11,11,09,2001
528,2001-09-12,12,09,2001
529,2001-09-13,13,09,2001
530,2001-09-14,14,09,2001
531,2001-09-15,15,09,2001
532,2001-09-16,16,09,2001
533,2001-09-17,17,09,2001
534,2001-09-18,18,09,2001
535,2001-09-19,19,09,2001
536,2001-09-20,20,09,2001
537,2001-09-21,21,09,2001
538,2001-09-22,22,09,2001
539,2001-09-23,23,09,2001
540,2001-09-24,24,09,2001
541,2001-09-25,25,09,2001
542,2001-09-26,26,09,2001
543,2001-09-27,27,09,2001
544,2001-09-28,28,09,2001
545,2001-09-29,29,09,2001
546,2001-09-30,30,09,2001
547,2001-10-01,01,10,2001
548,2001-10-02,02,10,2001
549,2001-10-03,03,10,2001
550,2001-10-04,04,10,2001
551,2001-10-05,05,10,2001
552,2001-10-06,06,10,2001
553,2001-10-07,07,10,2001
554,2001-10-08,08,10,2001
555,2001-10-09,09,10,2001
556,2001-10-10,10,10,2001
557,2001-10-11,11,10,2001
558,2001-10-12,12,10,2001
559,2001-10-13,13,10,2001
560,2001-10-14,14,10,2001
561,2001-10-15,15,10,2001
562,2001-10-16,16,10,2001
563,2001-10-17,17,10,2001
564,2001-10-18,18,10,2001
565,2001-10-19,19,10,2001
566,2001-10-20,20,10,2001
567,2001-10-21,21,10,2001
568,2001-10-22,22,10,2001
569,2001-10-23,23,10,2001
570,2001-10-24,24,10,2001
571,2001-10-25,25,10,2001
572,2001-10-26,26,10,2001
573,2001-10-27,27,10,2001
574,2001-10-28,28,10,2001
575,2001-10-29,29,10,2001
576,2001-10-30,30,10,2001
577,2001-10-31,31,10,2001
578,2001-11-01,01,11,2001
579,2001-11-02,02,11,2001
580,2001-11-03,03,11,2001
581,2001-11-04,04,11,2001
582,2001-11-05,05,11,2001
583,2001-11-06,06,11,2001
584,2001-11-07,07,11,2001
585,2001-11-08,08,11,2001
586,2001-11-09,09,11,2001
587,2001-11-10,10,11,2001
588,2001-11-11,11,11,2001
589,2001-11-12,12,11,2001
590,2001-11-13,13,11,2001
591,2001-11-14,14,11,2001
592,2001-11-15,15,11,2001
593,2001-11-16,16,11,2001
594,2001-11-17,17,11,2001
595,2001-11-18,18,11,2001
596,2001-11-19,19,11,2001
597,2001-11-20,20,11,2001
598,2001-11-21,21,11,2001
599,2001-11-22,22,11,2001
600,2001-11-23,23,11,2001
601,2001-11-24,24,11,2001
602,2001-11-25,25,11,2001
603,2001-11-26,26,11,2001
604,2001-11-27,27,11,2001
605,2001-11-28,28,11,2001
606,2001-11-29,29,11,2001
607,2001-11-30,30,11,2001
608,2001-12-01,01,12,2001
609,2001-12-02,02,12,2001
610,2001-12-03,03,12,2001
611,2001-12-04,04,12,2001
612,2001-12-05,05,12,2001
613,2001-12-06,06,12,2001
614,2001-12-07,07,12,2001
615,2001-12-08,08,12,2001
616,2001-12-09,09,12,2001
617,2001-12-10,10,12,2001
618,2001-12-11,11,12,2001
619,2001-12-12,12,12,2001
620,2001-12-13,13,12,2001
621,2001-12-14,14,12,2001
622,2001-12-15,15,12,2001
623,2001-12-16,16,12,2001
624,2001-12-17,17,12,2001
625,2001-12-18,18,12,2001
626,2001-12-19,19,12,2001
627,2001-12-20,20,12,2001
628,2001-12-21,21,12,2001
629,2001-12-22,22,12,2001
630,2001-12-23,23,12,2001
631,2001-12-24,24,12,2001
632,2001-12-25,25,12,2001
633,2001-12-26,26,12,2001
634,2001-12-27,27,12,2001
635,2001-12-28,28,12,2001
636,2001-12-29,29,12,2001
637,2001-12-30,30,12,2001
638,2001-12-31,31,12,2001
639,2002-01-01,01,01,2002
640,2002-01-02,02,01,2002
641,2002-01-03,03,01,2002
642,2002-01-04,04,01,2002
643,2002-01-05,05,01,2002
644,2002-01-06,06,01,2002
645,2002-01-07,07,01,2002
646,2002-01-08,08,01,2002
647,2002-01-09,09,01,2002
648,2002-01-10,10,01,2002
649,2002-01-11,11,01,2002
650,2002-01-12,12,01,2002
651,2002-01-13,13,01,2002
652,2002-01-14,14,01,2002
653,2002-01-15,15,01,2002
654,2002-01-16,16,01,2002
655,2002-01-17,17,01,2002
656,2002-01-18,18,01,2002
657,2002-01-19,19,01,2002
658,2002-01-20,20,01,2002
659,2002-01-21,21,01,2002
660,2002-01-22,22,01,2002
661,2002-01-23,23,01,2002
662,2002-01-24,24,01,2002
663,2002-01-25,25,01,2002
664,2002-01-26,26,01,2002
665,2002-01-27,27,01,2002
666,2002-01-28,28,01,2002
667,2002-01-29,29,01,2002
668,2002-01-30,30,01,2002
669,2002-01-31,31,01,2002
670,2002-02-01,01,02,2002
671,2002-02-02,02,02,2002
672,2002-02-03,03,02,2002
673,2002-02-04,04,02,2002
674,2002-02-05,05,02,2002
675,2002-02-06,06,02,2002
676,2002-02-07,07,02,2002
677,2002-02-08,08,02,2002
678,2002-02-09,09,02,2002
679,2002-02-10,10,02,2002
680,2002-02-11,11,02,2002
681,2002-02-12,12,02,2002
682,2002-02-13,13,02,2002
683,2002-02-14,14,02,2002
684,2002-02-15,15,02,2002
685,2002-02-16,16,02,2002
686,2002-02-17,17,02,2002
687,2002-02-18,18,02,2002
688,2002-02-19,19,02,2002
689,2002-02-20,20,02,2002
690,2002-02-21,21,02,2002
691,2002-02-22,22,02,2002
692,2002-02-23,23,02,2002
693,2002-02-24,24,02,2002
694,2002-02-25,25,02,2002
695,2002-02-26,26,02,2002
696,2002-02-27,27,02,2002
697,2002-02-28,28,02,2002
698,2002-03-01,01,03,2002
699,2002-03-02,02,03,2002
700,2002-03-03,03,03,2002
701,2002-03-04,04,03,2002
702,2002-03-05,05,03,2002
703,2002-03-06,06,03,2002
704,2002-03-07,07,03,2002
705,2002-03-08,08,03,2002
706,2002-03-09,09,03,2002
707,2002-03-10,10,03,2002
708,2002-03-11,11,03,2002
709,2002-03-12,12,03,2002
710,2002-03-13,13,03,2002
711,2002-03-14,14,03,2002
712,2002-03-15,15,03,2002
713,2002-03-16,16,03,2002
714,2002-03-17,17,03,2002
715,2002-03-18,18,03,2002
716,2002-03-19,19,03,2002
717,2002-03-20,20,03,2002
718,2002-03-21,21,03,2002
719,2002-03-22,22,03,2002
720,2002-03-23,23,03,2002
721,2002-03-24,24,03,2002
722,2002-03-25,25,03,2002
723,2002-03-26,26,03,2002
724,2002-03-27,27,03,2002
725,2002-03-28,28,03,2002
726,2002-03-29,29,03,2002
727,2002-03-30,30,03,2002
728,2002-03-31,31,03,2002
729,2002-04-01,01,04,2002
730,2002-04-02,02,04,2002
731,2002-04-03,03,04,2002
732,2002-04-04,04,04,2002
733,2002-04-05,05,04,2002
734,2002-04-06,06,04,2002
735,2002-04-07,07,04,2002
736,2002-04-08,08,04,2002
737,2002-04-09,09,04,2002
738,2002-04-10,10,04,2002
739,2002-04-11,11,04,2002
740,2002-04-12,12,04,2002
741,2002-04-13,13,04,2002
742,2002-04-14,14,04,2002
743,2002-04-15,15,04,2002
744,2002-04-16,16,04,2002
745,2002-04-17,17,04,2002
746,2002-04-18,18,04,2002
747,2002-04-19,19,04,2002
748,2002-04-20,20,04,2002
749,2002-04-21,21,04,2002
750,2002-04-22,22,04,2002
751,2002-04-23,23,04,2002
752,2002-04-24,24,04,2002
753,2002-04-25,25,04,2002
754,2002-04-26,26,04,2002
755,2002-04-27,27,04,2002
756,2002-04-28,28,04,2002
757,2002-04-29,29,04,2002
758,2002-04-30,30,04,2002
759,2002-05-01,01,05,2002
760,2002-05-02,02,05,2002
761,2002-05-03,03,05,2002
762,2002-05-04,04,05,2002
763,2002-05-05,05,05,2002
764,2002-05-06,06,05,2002
765,2002-05-07,07,05,2002
766,2002-05-08,08,05,2002
767,2002-05-09,09,05,2002
768,2002-05-10,10,05,2002
769,2002-05-11,11,05,2002
770,2002-05-12,12,05,2002
771,2002-05-13,13,05,2002
772,2002-05-14,14,05,2002
773,2002-05-15,15,05,2002
774,2002-05-16,16,05,2002
775,2002-05-17,17,05,2002
776,2002-05-18,18,05,2002
777,2002-05-19,19,05,2002
778,2002-05-20,20,05,2002
779,2002-05-21,21,05,2002
780,2002-05-22,22,05,2002
781,2002-05-23,23,05,2002
782,2002-05-24,24,05,2002
783,2002-05-25,25,05,2002
784,2002-05-26,26,05,2002
785,2002-05-27,27,05,2002
786,2002-05-28,28,05,2002
787,2002-05-29,29,05,2002
788,2002-05-30,30,05,2002
789,2002-05-31,31,05,2002
790,2002-06-01,01,06,2002
791,2002-06-02,02,06,2002
792,2002-06-03,03,06,2002
793,2002-06-04,04,06,2002
794,2002-06-05,05,06,2002
795,2002-06-06,06,06,2002
796,2002-06-07,07,06,2002
797,2002-06-08,08,06,2002
798,2002-06-09,09,06,2002
799,2002-06-10,10,06,2002
800,2002-06-11,11,06,2002
801,2002-06-12,12,06,2002
802,2002-06-13,13,06,2002
803,2002-06-14,14,06,2002
804,2002-06-15,15,06,2002
805,2002-06-16,16,06,2002
806,2002-06-17,17,06,2002
807,2002-06-18,18,06,2002
808,2002-06-19,19,06,2002
809,2002-06-20,20,06,2002
810,2002-06-21,21,06,2002
811,2002-06-22,22,06,2002
812,2002-06-23,23,06,2002
813,2002-06-24,24,06,2002
814,2002-06-25,25,06,2002
815,2002-06-26,26,06,2002
816,2002-06-27,27,06,2002
817,2002-06-28,28,06,2002
818,2002-06-29,29,06,2002
819,2002-06-30,30,06,2002
820,2002-07-01,01,07,2002
821,2002-07-02,02,07,2002
822,2002-07-03,03,07,2002
823,2002-07-04,04,07,2002
824,2002-07-05,05,07,2002
825,2002-07-06,06,07,2002
826,2002-07-07,07,07,2002
827,2002-07-08,08,07,2002
828,2002-07-09,09,07,2002
829,2002-07-10,10,07,2002
830,2002-07-11,11,07,2002
831,2002-07-12,12,07,2002
832,2002-07-13,13,07,2002
833,2002-07-14,14,07,2002
834,2002-07-15,15,07,2002
835,2002-07-16,16,07,2002
836,2002-07-17,17,07,2002
837,2002-07-18,18,07,2002
838,2002-07-19,19,07,2002
839,2002-07-20,20,07,2002
840,2002-07-21,21,07,2002
841,2002-07-22,22,07,2002
842,2002-07-23,23,07,2002
843,2002-07-24,24,07,2002
844,2002-07-25,25,07,2002
845,2002-07-26,26,07,2002
846,2002-07-27,27,07,2002
847,2002-07-28,28,07,2002
848,2002-07-29,29,07,2002
849,2002-07-30,30,07,2002
850,2002-07-31,31,07,2002
851,2002-08-01,01,08,2002
852,2002-08-02,02,08,2002
853,2002-08-03,03,08,2002
854,2002-08-04,04,08,2002
855,2002-08-05,05,08,2002
856,2002-08-06,06,08,2002
857,2002-08-07,07,08,2002
858,2002-08-08,08,08,2002
859,2002-08-09,09,08,2002
860,2002-08-10,10,08,2002
861,2002-08-11,11,08,2002
862,2002-08-12,12,08,2002
863,2002-08-13,13,08,2002
864,2002-08-14,14,08,2002
865,2002-08-15,15,08,2002
866,2002-08-16,16,08,2002
867,2002-08-17,17,08,2002
868,2002-08-18,18,08,2002
869,2002-08-19,19,08,2002
870,2002-08-20,20,08,2002
871,2002-08-21,21,08,2002
872,2002-08-22,22,08,2002
873,2002-08-23,23,08,2002
