budget,id_categoryFK,id_cityFK,id_beneficiaryFK,id_dateFK
43938,1,1,944,9066
34172,91,1,248,8925
8340,1,1,2040,8365
18854,87,1,228,8483
33315,87,1,2826,9007
4803,3,1,2934,8959
47365,1,1,3092,8884
38607,3,1,4076,8751
43106,1,1,2585,8101
46221,87,1,1686,8007
38607,91,1,4865,8889
40815,87,1,3254,9167
45985,3,1,1788,8224
46221,91,1,4284,8003
1583,1,1,2248,9131
43989,3,1,1772,8805
20545,87,1,2766,8006
36030,3,1,1402,8544
16951,87,1,1528,9172
10315,3,1,3063,8609
37071,1,1,1734,8505
41645,1,1,1760,9123
21369,3,1,3510,8282
33480,87,1,1602,8366
26977,3,1,4358,9244
2113,91,1,3597,9367
24861,91,1,4238,8790
29228,87,1,1892,9401
38607,3,1,866,8210
30974,87,1,3274,8289
3445,1,1,4202,8677
7778,1,1,3030,8495
29797,3,1,3107,8174
5485,1,1,2515,9047
26343,1,1,732,8350
34842,1,1,2727,8762
23393,91,1,2116,9235
12498,87,1,4150,8969
17743,1,1,2187,8418
2789,91,1,2301,9329
23148,87,1,235,8669
1581,1,1,4924,7958
28109,3,1,1807,8225
35253,91,1,1030,9146
46250,3,1,3200,8855
35758,1,1,4759,8696
22288,3,1,2119,9236
2925,87,1,2955,9182
3172,91,1,158,8086
16764,91,1,1547,9024
38607,87,1,1415,8893
32916,91,1,1017,8621
20980,91,1,2336,9160
41177,91,1,1133,8820
6540,91,1,3565,9370
9547,1,1,920,8289
28191,87,1,1677,8080
18753,91,1,2613,9131
39343,87,1,1744,8585
37097,87,1,747,8276
38607,87,1,105,8038
31482,91,1,2768,8155
30391,3,1,336,8097
18732,91,1,737,9103
46799,3,1,2568,8534
47768,3,1,1748,8250
32679,91,1,3321,9039
44151,3,1,396,9080
10078,87,1,3870,8611
7282,3,1,531,8643
35385,91,1,598,8903
48286,1,1,951,8942
28297,91,1,2086,8559
26023,3,1,495,8111
38785,91,1,4010,8565
14951,91,1,1514,9317
16805,91,1,4584,9314
45216,1,1,3841,8958
37720,91,1,1985,8191
12310,1,1,4511,8138
11710,1,1,3352,8775
44636,87,1,2954,7983
48115,91,1,3764,9068
5140,3,1,889,8768
960140,87,1,79,7972
39910,3,1,3993,7987
35090,87,1,3561,9024
39013,1,1,4675,8018
34741,3,1,3566,8977
33224,87,1,1442,9051
41349,91,1,2204,8065
23302,87,1,3238,8848
24622,3,1,4114,8127
7747,87,1,4731,9144
478780,91,1,1085,8026
10775,87,1,1850,8839
4823,91,1,2829,8740
12261,3,1,1979,8704
1662,87,1,2113,8011
3570,87,1,4219,8409
23467,87,1,3921,8248
25123,3,1,3951,8645
38607,91,1,1720,7994
27177,3,1,1591,8779
9913,91,1,1062,8416
10794,3,1,4257,8670
16130,3,1,1526,8392
23086,3,1,1880,8369
48019,1,1,57,9375
36600,3,1,2057,8583
38607,3,1,1566,8856
16284,3,1,4370,8346
19411,1,1,1048,9243
24596,1,1,2207,9065
31457,91,1,932,8150
32294,1,1,3164,9114
20385,91,1,1181,9389
7282,3,1,3798,9307
41679,91,1,1690,8835
47746,87,1,4280,8866
35689,3,1,4311,8362
38607,87,1,4975,9115
31719,3,1,1731,9330
6262,1,1,4865,7990
34410,87,1,2830,9135
24776,1,1,1047,9338
454660,87,1,302,8836
27428,87,1,3421,8401
31869,87,1,2021,8553
10327,1,1,8,8677
16146,87,1,3123,8323
12068,87,1,1983,8610
45368,87,1,1867,8365
40096,91,1,60,9203
14176,91,1,3398,8656
24743,3,1,611,9300
31797,1,1,1226,8948
49387,87,1,1672,7976
25914,3,1,2875,8397
49223,3,1,1393,8888
48822,3,1,4903,8978
38607,1,1,4754,8745
9116,87,1,3247,7965
48185,3,1,1264,7990
28089,3,1,3843,8860
34691,91,1,749,8687
32741,1,1,4911,8063
13964,91,1,4582,8793
160820,3,1,2228,8660
28424,91,1,4045,9120
14985,1,1,2668,8422
38607,91,1,3187,9116
29622,87,1,4443,8123
20853,3,1,3646,8850
18920,87,1,4163,8484
38607,3,1,2650,8974
4785,87,1,2298,8036
26774,3,1,2443,9254
16217,91,1,1449,9026
8346,87,1,264,8153
38607,1,1,1717,8074
22634,87,1,3500,8803
1045,3,1,3908,9147
27369,1,1,672,8509
28920,91,1,363,8307
16580,91,1,2877,9337
37126,1,1,4613,9398
42866,3,1,1761,8563
15200,87,1,11,9057
7580,1,1,213,8999
11967,1,1,868,8930
3042,87,1,776,8546
36519,87,1,743,8711
40173,1,1,1554,9107
38607,91,1,2753,8709
8917,3,1,4722,9319
27986,87,1,630,8110
653100,3,1,4895,7967
14369,91,1,142,9087
33138,87,1,686,9381
11072,3,1,609,8394
13760,3,1,345,8666
38607,1,1,1747,8487
32326,87,1,4064,8093
24803,87,1,2089,8658
728960,3,1,3396,8762
49539,1,1,3182,8011
39791,87,1,2606,8702
33137,87,1,394,8288
43154,3,1,1885,8111
45534,3,1,486,9190
12934,87,1,4758,9139
48228,3,1,1812,8065
8538,87,1,4547,9301
44129,1,1,166,9379
39186,87,1,4486,9240
38607,3,1,730,8679
5266,87,1,49,8044
35004,1,1,2074,8505
17718,1,1,4093,8777
7698,91,1,3481,9074
37957,91,1,245,8518
549440,91,1,4109,9336
3276,87,1,2149,8213
23313,91,1,4682,9160
43851,91,1,641,8472
20991,91,1,2942,9211
30773,87,1,1468,9276
21722,91,1,3721,9325
27623,91,1,1600,9182
3942,87,1,1012,8529
31763,91,1,4772,9320
1938,87,1,3180,9349
6557,87,1,3567,8743
1516,3,1,2213,8575
27215,87,1,3958,9161
43628,3,1,4077,8754
49890,3,1,516,9344
24850,3,1,711,8962
47976,3,1,1664,8604
23295,1,1,4269,8743
22038,91,1,4917,9014
26590,91,1,464,8870
23248,3,1,2708,7960
14055,91,1,3044,8329
562240,3,1,2361,9198
44508,1,1,55,8250
40618,91,1,2115,8244
49769,91,1,616,8167
19418,87,1,4195,9046
15578,87,1,3947,8347
39780,91,1,370,8253
10737,3,1,1869,8179
7077,1,1,4115,9219
8146,87,1,1234,8031
21364,87,1,4255,8780
41406,91,1,2963,8835
34025,91,1,1045,8522
28329,3,1,1601,9382
33374,91,1,1522,8249
9405,1,1,3817,8358
35497,91,1,378,8326
17353,3,1,4185,8692
31915,87,1,3565,8480
38607,3,1,4427,9395
36781,87,1,648,8556
48379,91,1,1701,8057
5735,87,1,4551,8384
24586,3,1,3246,8154
38607,91,1,674,9285
17837,1,1,125,8483
26407,87,1,2506,8530
24103,3,1,1750,8582
5530,1,1,1004,9198
45795,3,1,2267,8408
39052,87,1,234,8281
140880,91,1,1854,8037
20299,91,1,4519,9172
47985,1,1,3901,8084
34537,3,1,948,9399
25009,91,1,1781,8258
30906,87,1,2364,8393
39231,3,1,1372,8375
13203,1,1,3597,9177
1903,91,1,4304,8367
15309,87,1,3864,9081
38607,1,1,1812,8467
27390,1,1,3681,8667
25748,3,1,985,8229
12861,1,1,4760,9264
14928,3,1,3939,8975
37411,91,1,1766,8845
40236,91,1,4803,7966
29238,87,1,3285,9300
44262,91,1,1898,8010
7193,91,1,1685,8460
23285,1,1,922,8511
35134,3,1,2142,8830
12882,87,1,4566,8740
38607,3,1,3083,9393
17542,87,1,2770,9027
38970,91,1,4692,8684
17908,3,1,856,9219
14669,87,1,2757,8783
38761,87,1,4258,8945
33268,91,1,4580,8693
28862,91,1,4880,8576
5782,1,1,4487,8394
43752,87,1,1068,8553
38607,87,1,3327,9186
38607,1,1,672,8000
15676,1,1,2522,8628
19550,91,1,4092,8351
41532,1,1,713,8096
1166,1,1,3150,9018
17389,91,1,4939,9385
38400,87,1,1837,8645
35754,87,1,3783,7998
44667,1,1,4785,8869
45275,3,1,3753,8036
12875,1,1,2981,8402
34352,3,1,2187,9106
24794,91,1,2965,8904
45697,87,1,3825,8344
1466,1,1,3822,9339
45297,87,1,38,9224
39419,87,1,515,8640
3289,87,1,1643,9016
23725,91,1,1742,8924
46669,87,1,419,8785
12024,87,1,3476,8251
23980,87,1,3173,8484
26232,87,1,642,9138
23863,3,1,2254,9230
30055,3,1,2075,8598
2541,3,1,4920,8438
868620,87,1,2580,8502
15876,1,1,1942,8473
29896,1,1,3949,8659
708080,3,1,4372,8414
25371,1,1,2029,9132
27678,1,1,2267,8564
2912,91,1,716,8883
481040,91,1,241,8735
21593,3,1,4367,8233
30619,91,1,3233,8828
31623,87,1,3538,8818
49861,3,1,3979,8391
13882,91,1,914,9112
22998,91,1,572,8053
4497,87,1,3574,7987
3943,91,1,942,9036
26673,87,1,3898,9004
38079,3,1,178,8358
28991,91,1,3664,8459
43945,3,1,2797,9389
2502,3,1,3358,8648
38607,87,1,4325,8901
38607,1,1,4439,8907
45577,3,1,3270,8271
7216,3,1,4031,9111
31259,91,1,840,9169
46867,3,1,4082,8368
38607,1,1,4009,8857
38930,87,1,2977,8035
8805,87,1,294,8819
30823,91,1,3616,9045
35793,1,1,1868,8993
17666,87,1,2692,8663
38607,91,1,2149,9333
41644,1,1,1550,8322
8712,3,1,3195,9078
17798,91,1,4118,8113
18496,91,1,4814,8491
302600,1,1,3778,8325
38607,91,1,1266,8836
28743,91,1,1303,8054
38607,3,1,4973,9273
40198,3,1,175,8767
40347,91,1,3274,8282
24109,1,1,3606,7950
40140,91,1,493,8184
12796,1,1,963,8370
10566,3,1,766,9230
38607,91,1,1049,8612
14138,1,1,3150,9032
34893,1,1,267,8057
38133,91,1,2436,8058
35779,91,1,3633,8862
32812,3,1,2220,8362
47969,1,1,3070,9336
6547,3,1,4221,8939
10049,91,1,807,8506
34059,87,1,3431,8686
35594,91,1,2773,9298
39780,1,1,4712,8053
28736,91,1,2145,9214
49610,91,1,123,8737
47439,1,1,2666,8993
49306,91,1,2361,9115
27687,91,1,220,8028
30073,91,1,2840,8789
24088,91,1,4165,8374
34474,3,1,1250,8070
30270,87,1,4069,8619
33319,91,1,2326,9120
47402,3,1,2364,8388
49277,87,1,316,8452
2115,91,1,2984,9399
40311,87,1,3784,9065
18376,3,1,1618,8160
45416,87,1,962,8807
11095,1,1,1383,9144
30517,1,1,3077,8483
20734,3,1,4021,8261
10668,1,1,2319,8757
25105,91,1,846,9364
33534,1,1,2777,9248
19541,91,1,2894,8632
24307,91,1,3565,8632
13277,3,1,1668,8812
25445,87,1,3398,9291
34356,1,1,2471,9198
49746,1,1,2407,8005
14167,91,1,3863,8125
37644,87,1,4777,8268
16172,1,1,1988,9082
38607,91,1,201,8804
6766,3,1,4893,8705
6130,3,1,359,8700
38607,3,1,1945,8043
47374,87,1,4813,9112
3789,3,1,4452,7948
37733,1,1,4585,9006
35884,87,1,4258,9025
7510,87,1,3312,8788
17283,3,1,65,8503
36630,3,1,2409,8993
13212,87,1,2279,8772
10758,1,1,2111,8789
31349,3,1,4055,8341
40273,91,1,4246,8776
7089,91,1,2234,9069
40936,87,1,724,8581
21051,3,1,4662,8470
41409,91,1,2706,8454
29649,91,1,84,9282
11000,87,1,2198,9138
39610,1,1,998,8800
44338,3,1,1991,8316
44580,3,1,2182,9234
26146,1,1,1856,8225
31651,91,1,437,8939
26349,87,1,4030,8075
20713,87,1,4108,9010
17030,91,1,4786,8487
26234,87,1,3272,8610
43711,87,1,4116,8705
38607,91,1,2764,7948
5397,87,1,3477,8213
18113,87,1,1837,9176
11853,91,1,3559,8696
24273,3,1,347,8458
5027,87,1,3630,8123
17387,3,1,416,8148
17355,91,1,178,9237
23303,3,1,2594,9228
36869,91,1,1537,9056
13165,87,1,3468,9397
27919,87,1,4842,8363
46340,3,1,4489,8515
145540,1,1,4023,8027
3832,1,1,4332,8253
18515,91,1,4755,9284
38607,3,1,3876,9169
2241,87,1,784,8663
8409,3,1,367,8385
21454,87,1,3001,7956
38607,3,1,1147,8820
8126,91,1,1648,9147
31140,3,1,359,8859
19574,91,1,2040,9192
6700,87,1,355,8814
12503,87,1,2915,8766
23266,91,1,3717,8801
22355,3,1,444,8250
45200,1,1,1180,9232
38607,91,1,3577,8174
37035,91,1,3788,8816
5981,1,1,3139,8308
30729,3,1,1974,9170
24919,3,1,1896,8328
2094,91,1,4774,8702
46931,87,1,2711,8111
32003,3,1,1191,8849
38607,91,1,1448,8409
26948,91,1,2711,8788
49445,1,1,2496,7994
5510,91,1,2497,9280
36676,3,1,1560,8591
19640,3,1,3414,8691
14309,91,1,2480,7957
38607,91,1,980,8052
27582,87,1,271,8483
42929,1,1,2209,8140
29890,3,1,4521,8320
45561,87,1,759,8402
30430,1,1,3720,9048
38607,1,1,4044,8711
49463,3,1,251,9355
46969,91,1,4831,8061
6502,3,1,2027,9186
48020,87,1,2356,8943
43177,91,1,2458,9007
3828,91,1,2908,9386
10780,91,1,3827,8628
2406,1,1,4724,8726
18102,91,1,3485,7969
10647,3,1,3365,8317
2708,1,1,994,9237
37773,1,1,4968,7984
15436,1,1,4830,7950
19241,1,1,3829,7951
4208,87,1,3328,8346
44697,87,1,3809,7993
33174,87,1,1099,8045
46721,1,1,862,8209
37907,87,1,2507,9270
588860,91,1,4872,8949
24725,3,1,1224,9096
3419,91,1,3288,8190
16739,87,1,2313,9109
48881,91,1,368,9316
4192,91,1,4301,8160
28267,1,1,4514,8331
9566,91,1,4175,8947
30443,3,1,3063,8521
41253,91,1,4507,9309
21112,87,1,1018,8425
12628,3,1,505,8017
46680,1,1,1219,8464
26003,87,1,4795,8173
38696,1,1,1744,8700
42098,3,1,325,9080
22032,87,1,3064,9030
16213,3,1,437,8622
9896,87,1,2078,8510
32460,3,1,3304,8176
39724,91,1,1002,9150
30626,3,1,4744,8282
15485,87,1,2750,9264
1529,87,1,3060,9106
43216,87,1,4055,8591
38607,91,1,1670,9096
5860,91,1,2616,9314
14526,1,1,563,8973
38607,3,1,3764,8664
11349,3,1,3118,8500
39766,91,1,3422,8708
13219,1,1,3334,8469
36116,91,1,2659,8887
2086,91,1,2180,8501
38607,3,1,3988,8082
39863,91,1,4789,9218
10847,1,1,4137,7946
36762,1,1,1755,9203
11198,91,1,3673,9229
22034,1,1,826,8572
38607,3,1,2455,8966
31019,87,1,2346,8052
46030,91,1,2649,8327
38607,3,1,1012,8277
16107,3,1,1181,8457
38607,1,1,3644,8526
17129,87,1,509,8413
41909,1,1,415,8474
28336,1,1,422,8455
29933,3,1,2764,8676
9746,1,1,1453,9239
1029,1,1,3995,8282
23148,91,1,3573,8728
17586,91,1,2211,8119
8985,87,1,2947,9324
48894,1,1,2694,8231
29252,87,1,811,8598
44711,1,1,2697,8913
12644,3,1,702,8566
39331,91,1,1311,9261
38383,1,1,2378,9188
8219,91,1,3251,8116
38830,3,1,3377,9132
22066,1,1,886,8191
30505,91,1,2517,8031
29563,87,1,3304,8974
38607,3,1,3796,9057
13230,87,1,3745,9172
44779,87,1,2558,9186
18898,91,1,1568,9125
10799,1,1,806,9090
13496,3,1,839,8588
24547,3,1,2375,9036
12995,3,1,2063,7969
26856,1,1,1989,8748
227220,91,1,1302,8229
16842,87,1,3884,8847
524440,3,1,4834,8219
36078,87,1,3237,9390
31786,87,1,3988,9048
9787,3,1,2393,8863
46098,1,1,3035,8437
115720,87,1,1185,9322
19589,3,1,3542,8225
23698,3,1,4863,8076
12657,3,1,4759,8833
37104,1,1,4517,8323
12092,87,1,1571,8991
44949,87,1,4227,8884
2398,3,1,2886,8025
38607,91,1,4742,8417
16418,3,1,663,8109
43650,87,1,468,8454
473740,1,1,4061,8905
32423,91,1,4640,9087
19517,87,1,1621,9192
23708,87,1,1027,8977
5632,91,1,598,7967
41035,91,1,2277,8470
12227,91,1,826,8703
13854,91,1,552,8330
24004,91,1,899,9135
38607,87,1,4079,8147
21225,87,1,1880,9321
38607,91,1,250,9183
17502,3,1,1153,8430
16548,87,1,4116,8803
31547,3,1,1414,8024
15187,1,1,3616,9060
5137,3,1,2895,9021
21133,91,1,1139,9340
8864,91,1,4763,8274
28729,3,1,577,8963
6746,1,1,133,8365
36064,1,1,3539,8275
48972,1,1,220,9134
16392,1,1,1995,9034
47201,1,1,307,9064
3918,1,1,2072,8969
38607,91,1,3463,8860
5107,87,1,1570,9070
13040,87,1,89,8520
14737,91,1,4060,7986
17764,3,1,856,8363
3843,1,1,2411,8079
537860,1,1,1633,7968
8992,87,1,4680,8694
20887,3,1,1048,8911
45499,87,1,1069,8675
44052,1,1,4283,8717
40315,87,1,4537,9089
30750,91,1,521,8919
15269,3,1,1746,8895
40745,3,1,3740,9035
38607,87,1,1842,8273
3545,91,1,2799,8183
49448,1,1,3738,8988
48460,1,1,4085,8176
38928,1,1,2032,8582
42050,87,1,2614,8163
34423,1,1,4419,8338
42783,3,1,271,9299
24704,3,1,4781,8570
12973,91,1,255,9324
27907,87,1,70,8587
10192,1,1,2910,8902
13924,1,1,2838,9288
24530,3,1,2619,8657
18496,87,1,3736,8017
31669,3,1,1110,8974
7937,87,1,1146,8008
38607,91,1,4051,8511
5459,1,1,3634,8299
25055,91,1,777,9044
2506,87,1,3961,8580
6362,3,1,3551,8470
9262,87,1,486,8559
46593,1,1,942,9067
2027,1,1,1892,8972
16872,91,1,2407,8892
15688,3,1,2523,8003
25655,87,1,2101,9029
38607,3,1,468,9335
18090,1,1,3802,8410
29987,3,1,2140,8968
27472,1,1,2315,8273
35563,1,1,4192,9336
28918,3,1,686,8534
18320,91,1,794,9355
34430,1,1,3889,8284
94520,87,1,2219,8499
13963,87,1,3843,8260
407980,87,1,1132,9354
21657,3,1,1012,9273
5786,1,1,931,8472
39788,1,1,3107,7999
1758,3,1,433,8451
3165,91,1,2170,8207
11744,87,1,2002,8812
24955,3,1,2589,9091
28814,91,1,4677,8782
47885,87,1,699,8497
35992,87,1,2595,8618
36082,91,1,492,8766
35986,91,1,258,9197
12991,91,1,4860,8217
38607,3,1,2731,8990
38607,1,1,4062,9004
21719,1,1,4800,8962
45965,3,1,2955,9235
17990,91,1,1482,8547
19382,87,1,2074,8913
19695,91,1,4812,8504
17074,1,1,400,8818
589840,3,1,3197,9107
20506,87,1,2984,8201
24921,3,1,4608,8961
24044,87,1,170,8538
38607,91,1,200,8192
31656,91,1,1623,8682
40521,1,1,4699,8133
41271,91,1,3840,8399
3036,3,1,2954,8237
44806,91,1,1649,8157
9151,91,1,482,8060
43538,91,1,2020,9337
45170,91,1,2191,8985
11128,3,1,3502,9117
6951,91,1,4669,8966
28141,91,1,4953,8632
46786,91,1,3739,8669
49040,3,1,895,8181
33310,3,1,3600,8533
48798,3,1,2293,8412
2551,87,1,1060,9172
32181,91,1,250,8889
44667,87,1,2756,8026
44501,87,1,1896,8109
34072,91,1,54,8195
9903,3,1,311,8212
32249,91,1,4815,8541
24364,3,1,3624,9021
28525,3,1,2608,8502
46823,87,1,1586,8413
48933,3,1,4981,8846
28409,91,1,981,9128
38607,87,1,1353,8720
5437,87,1,4664,9230
44678,87,1,560,8647
24671,1,1,2918,8919
257900,1,1,4556,9106
30699,91,1,424,9306
32215,3,1,864,8421
9531,91,1,702,8338
38607,3,1,3719,8640
44898,1,1,4305,8708
38607,1,1,3868,7981
10879,87,1,700,9092
11264,91,1,2845,8192
12795,87,1,310,9261
9611,87,1,2874,8098
8535,1,1,1620,8856
11967,1,1,3555,9072
1198,87,1,2755,8523
1772,3,1,197,8516
4085,87,1,2864,9224
34795,91,1,41,8936
39515,1,1,2431,8142
41541,3,1,3202,8840
28020,87,1,1459,9330
33879,1,1,2360,8638
46206,3,1,4534,8575
18720,91,1,3288,8607
10583,3,1,2424,8734
40634,1,1,3488,9119
47849,1,1,3618,8717
37432,87,1,4618,9090
34472,91,1,4366,9370
38607,1,1,448,9214
26905,3,1,3513,8838
19985,3,1,4744,8976
30492,87,1,430,8593
5750,1,1,3533,8514
49531,3,1,2120,9328
17177,91,1,3608,8842
1179,3,1,3187,8932
23581,91,1,3227,8986
39004,3,1,412,8828
15455,3,1,2805,8269
33526,87,1,1513,8689
38607,91,1,3751,8454
44236,1,1,3010,9123
16343,87,1,3119,8568
45840,1,1,2734,9049
33185,1,1,1684,8379
38607,3,1,3324,8494
23175,91,1,3553,8200
48990,87,1,3615,8490
2809,1,1,4086,8033
18849,3,1,2028,8147
30172,1,1,4000,8048
21242,87,1,676,8525
44274,87,1,3578,8725
13219,87,1,2467,8676
1407,87,1,3516,8466
8991,87,1,2520,8538
5395,3,1,521,8945
17429,87,1,1419,9181
28411,3,1,674,8472
42483,3,1,1005,8363
38607,1,1,1734,7992
10084,91,1,4190,7957
17945,87,1,583,8663
24814,87,1,3112,9309
531940,3,1,4725,8590
