final_price,id_service,id_status,id_date,id_event,id_evaluation
4504,243,8,8415,785,9769
14153,719,8,8100,7846,7423
7192,65,3,8519,2155,3153
12469,2114,8,8886,4567,7725
14094,693,3,9065,1684,10771
9720,170,8,8288,10922,6814
11021,716,3,7954,1927,10785
6871,699,8,8278,6370,10643
14934,1703,8,8016,9097,481
9085,1467,1,8356,205,11975
10621,728,8,8160,10739,2928
13739,2156,1,8008,10502,6792
769,687,8,8478,7585,5047
12254,1614,8,8024,7497,8596
13944,1525,8,8459,4156,3937
259,359,3,8497,1711,11027
11990,1414,3,9029,7629,2970
13983,1096,1,8126,11078,7269
11583,2475,8,8774,7681,1215
2884,216,1,8478,10767,7524
8440,2418,1,8831,10449,8124
2607,507,1,8782,1148,5356
12271,1860,8,8018,4164,11716
7595,2330,3,8289,2530,1610
3371,2361,3,8702,4625,5618
11652,2154,1,8929,5065,4155
11763,173,3,8907,11583,4118
6039,75,3,8318,10918,7491
9820,123,1,8363,1711,5331
8550,1936,1,8636,6625,10512
11715,1888,3,8272,6567,2547
8984,1290,8,8006,2600,9793
11292,798,3,8849,9013,139
14191,1175,8,8606,3687,9629
3945,381,1,8200,339,2699
2924,2285,3,8749,8040,11879
5957,1948,3,8465,1477,8672
2402,1931,3,8379,10721,5432
10762,675,8,8747,11136,7653
3569,2184,1,9042,9741,2041
4942,465,8,8938,5423,3954
13658,505,8,8575,8354,3419
12873,2197,1,8180,7625,9724
14704,861,1,8417,5434,11216
7852,1153,1,8299,104,10732
8684,942,1,8782,4697,1308
10358,2044,8,8422,5777,5063
6032,1792,8,8596,5001,9366
14346,1758,3,8268,11846,2301
5251,1655,3,8238,118,11628
1249,1792,3,8199,3686,8278
4105,694,3,7970,7613,3498
3345,424,3,8676,8309,6281
4160,1490,8,7997,10950,1675
8597,902,8,8770,4226,8311
13640,137,3,8153,5045,5394
14062,202,1,8549,796,1172
8177,853,8,8136,4882,4774
14165,425,8,8064,8803,2485
3428,488,1,8836,7306,6487
3880,460,3,8698,7837,158
3210,1276,3,8236,6864,3302
4921,354,3,9026,6491,6952
13110,2467,3,8470,11898,5655
14486,1670,1,8127,4510,9472
9940,1574,3,8368,2522,10342
10084,43,3,8895,9173,6583
2224,749,3,8628,10489,10332
13030,2065,3,8380,11077,11753
5804,719,3,8408,7356,5050
461,307,1,8870,6909,2372
12968,600,3,9052,3678,8151
9366,207,1,8759,1827,9806
6496,1560,8,8395,1316,10113
5032,722,3,8849,9204,8654
1637,2209,3,8747,7648,9875
379,408,1,8772,2189,393
49410,894,1,8494,2587,10273
1108,2431,8,8757,2448,7101
8278,2218,1,8353,2435,2276
8262,388,8,8396,11321,746
10681,1685,8,8809,8666,2491
3396,1559,8,8501,4950,10395
5129,1339,3,8555,9002,745
1333,970,8,8349,8000,8289
10690,45,8,8459,11585,3294
1825,418,1,8974,7489,2414
2038,302,8,8805,2172,3547
8223,1867,8,8616,10037,8801
2835,1350,8,8385,8331,5908
13016,2343,8,8237,8327,6752
12306,899,8,8578,1096,2682
6807,102,8,8843,4778,565
13395,1351,8,8468,2963,7315
12748,1584,3,8239,3130,3319
8681,81,3,8972,3419,3101
12537,490,3,9016,4999,2120
14614,2051,1,8026,8746,8560
12835,998,1,8452,8082,531
1912,297,3,8285,3528,7712
14137,903,8,8828,7100,11634
4121,2296,1,8295,7628,11504
8975,2320,8,8157,6110,4641
14150,2294,8,8076,308,10048
13647,716,3,8253,11274,9594
8777,1166,8,8202,11571,8763
257,256,1,8187,745,4622
434,2004,8,8894,2158,9606
9936,2090,3,9010,7390,2010
7508,2132,8,8937,4518,7205
3116,1577,8,8368,2655,11090
6540,833,3,8941,4041,11533
4705,1867,3,8180,10114,3205
9293,1336,1,8939,5157,8758
6734,1746,8,8736,4285,6399
14771,622,1,8493,8937,4951
5200,1445,3,8118,4190,6652
3928,160,1,8675,4888,11460
6236,1289,1,8805,7144,4555
9014,1691,8,8757,2795,8415
5479,2086,1,7952,1480,10209
101250,1181,3,8428,4377,9019
11172,1443,8,8760,938,10054
5856,618,1,9065,4298,10755
5833,500,3,8835,694,2279
6522,1152,8,8419,3614,6820
6483,1531,8,8314,3032,708
3599,2498,1,8297,5983,4257
1603,1495,8,7957,3601,9450
8407,960,3,8956,2881,6915
3292,1357,3,8918,771,3677
6491,887,1,8873,5919,11221
5210,1598,8,8389,2330,3075
14021,1528,8,8556,7908,7212
2044,179,3,8617,11510,4910
9736,2087,3,8875,6650,10808
1725,1550,1,8102,4721,6849
8746,1435,1,8238,9463,4912
278,1139,1,7948,6319,8971
8774,2269,3,8621,10686,10321
8151,434,1,8875,5372,5852
7152,692,1,8349,2241,1556
3637,1973,1,8211,10987,9690
1394,2097,8,8270,9377,1547
3391,658,8,8706,10463,9942
7053,1979,8,8232,6647,11706
13478,607,8,8132,9987,10990
9034,2036,3,8779,2701,884
14822,1385,1,8027,2346,8264
12046,208,3,8037,10558,8443
10847,745,1,8801,10370,2674
11585,783,3,8120,10881,9633
1226,1278,3,8319,1883,10279
2751,2460,1,8188,4089,670
10019,864,8,8330,671,3521
815,1780,8,8812,1596,6520
8842,59,1,8584,11455,8915
11820,378,1,8801,5541,9057
3553,817,3,8150,10649,9324
14149,28,1,8468,1838,11367
14038,1100,1,8786,2023,4904
7398,814,3,8185,2836,11300
11390,1202,1,8966,8288,11560
12647,219,3,8603,11163,4570
13574,1786,1,8945,7186,4753
994,2353,8,8401,1967,9770
4946,22,1,8911,6461,11019
13580,1256,3,8798,6463,10705
2648,990,8,8220,9415,2362
3212,1585,8,8972,3982,10030
11493,2333,8,8119,5883,1987
14541,281,1,8488,8705,9681
4223,917,3,8172,3817,7362
11209,2233,8,8943,7429,4711
13089,1126,8,7972,9750,1068
6271,798,3,8910,6726,11943
1810,1611,3,8338,1861,9609
9139,885,8,8332,3304,8259
847,1789,8,8070,311,11257
2358,2037,8,8238,10100,11427
6292,426,3,8358,9482,11601
8361,1878,1,8815,2895,4886
2967,2331,8,8512,915,9786
1979,880,1,8891,1074,7086
4399,433,8,8479,7040,5005
3667,2427,3,8757,1178,7274
13388,333,1,8576,3017,3698
11035,226,1,8445,3906,4594
555,1218,3,8085,9936,1599
2515,2016,1,8287,391,2554
14172,577,8,8757,8358,8762
12591,251,3,8340,7349,4685
2490,790,8,8878,9979,10014
8759,1438,1,9042,8299,8562
1950,247,1,8709,3473,10145
3883,1676,1,8435,1486,6429
14194,938,3,8345,6779,5965
2621,1831,1,8484,1844,11275
7116,1751,8,8619,10577,4699
2392,1025,1,8354,4803,10076
5041,2269,3,8060,1984,7233
5789,540,3,8245,82,11493
6491,72,1,8496,1332,2958
92180,1910,1,9049,3549,1316
6737,524,1,8961,2332,1582
14857,33,1,8815,2577,10260
1114,1049,8,8713,2840,8485
7106,45,3,8083,3165,2212
11174,2423,3,8794,75,1006
13287,1952,3,8510,6753,4722
5240,1064,1,8720,770,6852
7022,1436,1,8021,1445,1465
5680,1445,3,8033,761,7915
13879,2146,1,8835,7118,3088
9523,1408,8,8297,6155,10586
9549,874,1,8535,10729,5643
3730,1495,8,8800,6538,10277
8580,1507,8,7999,10456,3407
13961,1173,1,8672,11346,9113
14375,2223,3,8992,2176,3560
1510,375,3,8334,11525,10919
10582,381,3,8084,9436,4039
8093,1915,1,8326,5944,11596
10440,639,1,8936,1526,2788
3654,148,3,8265,8386,7117
13976,1799,1,8100,3763,10797
11059,1288,8,8541,8941,3356
1128,113,1,8756,8036,11802
2037,1454,3,8673,6850,4280
7930,2251,1,8654,10949,11139
114990,1684,8,8551,8751,2909
9663,1780,1,9055,5604,11539
13602,376,8,8641,5965,3015
5569,1025,8,8508,7515,5709
8528,880,3,8800,1524,3402
14615,2260,8,9001,9837,1405
12794,1071,8,8953,5801,5460
12422,2287,8,8491,10233,1514
14739,2472,1,8842,7922,11141
707,1945,3,8462,9925,6637
13776,286,3,8954,10089,2144
14395,83,1,8951,648,10165
7483,1495,8,8229,11461,5266
11094,256,8,8234,11501,8189
663,512,8,8595,11474,2844
11509,1850,8,7951,5800,8935
7232,1691,3,8537,8961,10315
13206,995,8,8280,2666,4469
1181,1227,8,8031,7618,8702
7295,990,8,8324,8712,656
10143,552,8,8773,10173,6283
5100,1722,3,8205,1323,5850
14264,22,1,8974,2608,5374
14647,679,1,8424,11318,1820
2029,2133,8,8296,8556,70
4420,1847,1,8002,9680,709
11101,1559,3,8142,11651,9255
6611,1765,3,8260,8964,6722
1888,1262,1,8664,2436,11470
7984,1187,1,8344,3285,11938
784,2048,1,7956,7218,774
9594,1208,8,8123,5557,4432
13991,2145,3,8474,4831,2468
7847,1575,8,8251,6215,3143
551,2085,1,8538,6400,3751
13108,580,3,8979,6917,1926
9372,648,3,8127,4196,9781
4969,2086,3,8393,11218,496
6469,579,8,8740,10426,3656
2005,1336,1,8016,5217,5693
3630,1517,3,8458,4089,3727
1761,2144,8,8835,3082,10214
3602,1410,3,8809,11930,9932
9510,28,8,8361,3511,2531
10855,1567,3,7949,5990,10088
12264,1913,3,8431,4381,11832
3368,1299,3,8727,10591,7169
12172,768,1,8487,9717,8457
14421,2373,3,8769,8228,10523
6846,1962,8,8981,1863,10901
14789,319,1,8391,2806,7360
3650,9,1,9017,9200,10021
11767,2131,3,8122,6776,832
8675,740,8,8783,5329,5268
7856,1,3,8638,5791,1498
13456,1350,3,8626,8042,9418
10496,453,8,8834,5409,10565
11222,2150,3,8261,2472,9271
7458,941,1,8822,11644,6609
8914,89,1,9020,2172,1970
249,534,8,8536,8024,384
7702,832,8,8479,9175,16
7425,660,3,8088,1647,7886
2937,607,3,8776,7345,7034
124850,2,3,8566,11185,5662
14915,1615,1,8426,6604,1612
6133,845,8,8135,11168,5231
13069,597,1,9020,11362,10543
943,15,3,8925,704,830
1512,2042,8,8988,2628,2211
9676,2374,1,8531,9361,7501
13941,369,1,8099,5090,11256
9344,568,1,8861,4586,9044
8847,567,8,8360,10251,9170
3600,2108,8,8052,4482,10212
10500,2095,3,8658,10167,2097
5346,1380,1,7986,7997,9053
7508,1710,3,8799,7465,8049
10293,969,3,9069,7097,3036
3911,421,8,8228,6689,10423
3641,818,1,8999,4136,744
12055,1726,1,8482,2540,5067
12204,994,1,7974,9817,6125
10041,1766,3,8190,3019,8619
9516,1305,3,8752,10736,4206
11674,105,3,8929,5559,8885
5719,1892,1,8895,453,3889
7936,1100,1,8794,11813,1720
14124,2128,1,8777,9203,9455
14807,430,8,8518,1749,11994
8245,837,8,8911,8833,4214
2517,1412,1,8306,11306,5736
12048,416,3,8752,9707,11123
512,270,3,8027,7348,6362
1235,91,8,8574,8359,3781
2941,461,8,8824,11961,8215
4648,1914,1,8775,8415,4621
12843,1401,1,8116,8880,5793
98610,529,1,8897,5245,4326
1613,1354,1,8242,8479,9914
8171,2323,3,8566,3671,7763
1968,1841,3,8090,5772,5566
2033,133,1,7968,1555,9936
12721,297,8,8347,1903,9714
1394,1875,3,8909,7516,288
9575,2297,3,7962,7240,7695
6730,1539,3,8422,4063,11791
6420,75,8,8240,6078,10793
5740,2367,3,8626,6514,10579
7091,1991,3,8992,2316,10504
109960,2099,1,8944,4817,11363
10953,1775,1,8150,6205,7247
9541,2245,3,8127,4344,4222
36280,2115,1,8625,5938,1864
6889,1221,3,8662,6022,918
2046,1424,8,8469,5805,9002
1715,2005,3,9068,8632,8358
14994,823,3,8965,4074,6860
7502,298,1,8862,10028,11734
14715,1947,8,8159,11305,5016
14748,1288,3,8712,9680,1730
1637,471,8,8988,8909,6774
1472,1571,3,8806,3631,4657
1785,1613,3,8359,10016,1278
13233,813,8,8645,5159,4389
1015,2342,8,8488,11045,4833
6676,418,8,8357,11459,10768
292,1948,3,8765,3215,6325
7365,2269,1,8165,6015,7482
9556,1591,8,8942,6617,8834
10150,454,1,8498,3521,1615
3823,2191,1,8882,2254,8451
11672,1877,1,8806,7299,11037
12470,1151,1,8184,6306,9446
10268,1880,8,8788,2424,10988
14674,1155,3,8313,6247,6495
6007,1396,3,8803,10304,4993
13636,2057,1,8015,10898,4902
6474,316,3,7995,1544,6791
10068,1032,8,8167,3256,9749
4574,1476,8,8008,2416,3044
92600,2411,1,8426,7555,9708
14253,1186,3,8290,7233,1565
10562,214,1,8006,10691,1673
3216,1056,8,8612,1129,7222
3385,386,1,8806,10145,2196
21880,405,3,7965,11007,11966
8689,1413,8,9012,1449,9611
3653,654,1,9053,8864,11774
5373,2393,8,8850,10011,7395
12004,1402,8,8115,6514,10239
14853,444,3,9053,6279,5196
1613,1514,8,8606,4117,8303
13026,2487,8,8369,1344,4792
5247,2246,1,8235,3984,417
2518,505,8,8830,4559,4539
8145,428,1,8921,9080,2427
348,1437,1,8681,10102,5145
5218,1664,8,8178,631,6683
3204,2318,8,8715,6237,5802
12252,1104,1,8203,6807,11506
11840,2440,3,8622,1856,3374
11960,1749,8,8018,1721,437
7209,1467,3,8498,4981,8938
14399,826,3,9015,10774,3011
542,403,1,8059,4626,8959
8657,1744,1,8261,1464,4479
4900,899,1,8886,2292,10070
12547,2381,3,8788,5262,9679
13379,2248,8,8884,936,6823
13066,1821,8,8110,3789,7537
6542,413,1,8308,2798,8980
13539,1793,1,7971,9718,4874
13769,1541,3,8721,4335,296
12186,1017,8,8069,161,10697
12736,2153,8,8460,10196,2615
5262,2072,1,8448,5840,7382
9692,1436,8,8095,9305,9452
3091,863,8,8898,10779,8931
5641,2355,8,8538,9862,11520
12806,1844,3,8414,5300,8541
10069,752,3,8598,7594,11420
9658,409,8,8368,6937,10728
14727,1727,1,9004,546,5789
5425,1820,8,8568,3769,11961
8372,2017,1,8348,2660,10995
3245,2084,8,8367,3648,11704
9854,2336,8,8904,8744,10829
7551,512,1,8478,7199,6426
14261,36,3,8698,6325,2713
7939,1265,3,8119,8214,6040
7322,1233,3,8162,575,10049
12140,2148,1,8864,1572,4656
2847,1957,3,8406,7279,9810
435,706,3,8850,11399,3220
8483,1214,3,8958,9511,3431
14673,817,8,8760,9125,5523
1132,129,8,8530,11696,11246
3938,2038,3,8542,11520,163
12423,1959,3,8392,6197,10060
2732,714,8,7980,10820,9052
14843,1656,3,8576,11403,6098
14947,2170,1,8585,3040,9654
12375,2438,8,9006,8382,8985
9417,1272,8,8972,10829,11666
5546,747,1,8199,6101,9008
9493,634,1,8610,3512,10947
10493,188,1,8275,10145,11721
10256,1416,1,8097,1286,10521
4594,2378,3,7979,11370,11683
50830,2028,8,8543,5792,9788
8840,2398,3,8249,2728,7922
6456,2235,3,8472,4311,9530
12475,927,8,8867,11894,7087
2402,1360,1,8970,389,8202
8063,1224,3,8921,1503,5121
13834,2455,1,8386,7006,1778
10391,971,3,8580,10449,1972
8942,2216,3,8327,7250,3389
12093,212,1,8169,9025,10798
4294,2340,1,8989,210,11142
11478,789,3,8567,6238,2231
8136,248,8,8264,8298,2267
2865,360,1,8041,728,4799
8283,963,8,8203,1447,11911
9761,652,8,8850,9163,1520
12745,1456,3,8298,4240,8820
2108,2358,1,8359,8379,5809
13746,934,8,8538,5756,7345
4791,1536,1,8864,10095,260
3739,2295,8,8644,3944,1335
14855,1076,1,9046,10027,950
8570,1703,8,8488,7444,2025
6131,537,8,8091,6119,8169
14612,114,1,8098,10235,10105
2654,2190,8,8271,8444,7051
6330,353,3,8752,10864,10790
7861,1074,3,8268,1042,2229
