id_complaint,codeComplaint,status,subject,id_beneficiaryFK,id_providerFK
254,C-254,closed,Billing Issue,1013,220
255,C-255,open,Product Defect,213,752
256,C-256,closed,Service Quality,271,27
257,C-257,open,Service Quality,635,58
258,C-258,closed,Billing Issue,1382,764
259,C-259,closed,Billing Issue,4929,260
260,C-260,closed,Late Delivery,3888,214
261,C-261,closed,Service Quality,4926,758
262,C-262,open,Service Quality,3101,175
263,C-263,closed,Product Defect,3818,626
264,C-264,closed,Service Quality,1029,454
265,C-265,closed,Service Quality,1735,491
266,C-266,open,Service Quality,2489,184
267,C-267,open,Service Quality,1625,656
268,C-268,closed,Late Delivery,1662,689
269,C-269,closed,Billing Issue,4428,619
270,C-270,open,Late Delivery,2184,537
271,C-271,open,Product Defect,4654,775
272,C-272,open,Service Quality,1899,168
273,C-273,open,Billing Issue,4061,509
274,C-274,open,Billing Issue,3461,542
275,C-275,closed,Late Delivery,584,793
276,C-276,open,Late Delivery,2578,608
277,C-277,closed,Product Defect,3637,792
278,C-278,closed,Service Quality,3039,134
279,C-279,closed,Billing Issue,2106,593
280,C-280,open,Product Defect,139,427
281,C-281,open,Late Delivery,668,164
282,C-282,closed,Billing Issue,3151,568
283,C-283,open,Late Delivery,335,713
284,C-284,open,Service Quality,805,172
285,C-285,closed,Product Defect,1170,740
286,C-286,open,Product Defect,2847,322
287,C-287,closed,Late Delivery,3689,477
288,C-288,closed,Service Quality,3263,51
289,C-289,closed,Billing Issue,4133,424
290,C-290,closed,Billing Issue,3787,540
291,C-291,closed,Billing Issue,172,654
292,C-292,closed,Billing Issue,4687,218
293,C-293,closed,Product Defect,3849,68
294,C-294,closed,Billing Issue,378,50
295,C-295,open,Late Delivery,2048,60
296,C-296,open,Late Delivery,2151,313
297,C-297,open,Product Defect,4477,550
298,C-298,closed,Late Delivery,3777,519
299,C-299,open,Service Quality,2252,21
300,C-300,open,Service Quality,2914,10
301,C-301,open,Billing Issue,4128,7
302,C-302,closed,Late Delivery,3216,154
303,C-303,open,Billing Issue,3179,371
304,C-304,open,Late Delivery,2094,652
305,C-305,closed,Product Defect,1063,100
306,C-306,closed,Late Delivery,854,459
307,C-307,closed,Late Delivery,2668,555
308,C-308,open,Product Defect,2224,535
309,C-309,open,Product Defect,3198,243
310,C-310,closed,Product Defect,2740,495
311,C-311,closed,Service Quality,2520,84
312,C-312,closed,Billing Issue,4267,94
313,C-313,closed,Product Defect,2889,597
314,C-314,closed,Billing Issue,3094,13
315,C-315,open,Product Defect,2879,22
316,C-316,open,Billing Issue,602,238
317,C-317,closed,Billing Issue,994,84
318,C-318,closed,Late Delivery,1146,796
319,C-319,closed,Billing Issue,1320,759
320,C-320,open,Service Quality,4828,315
321,C-321,open,Product Defect,2565,373
322,C-322,closed,Late Delivery,1012,256
323,C-323,open,Service Quality,4876,155
324,C-324,open,Product Defect,1521,247
325,C-325,open,Service Quality,370,619
326,C-326,open,Service Quality,4361,523
327,C-327,open,Service Quality,3344,263
328,C-328,open,Late Delivery,2463,440
329,C-329,closed,Late Delivery,2137,624
330,C-330,open,Late Delivery,3793,182
331,C-331,closed,Late Delivery,3699,688
332,C-332,open,Billing Issue,1498,750
333,C-333,open,Late Delivery,4,515
334,C-334,open,Late Delivery,173,178
335,C-335,closed,Product Defect,1,146
336,C-336,closed,Service Quality,753,465
337,C-337,closed,Late Delivery,3751,15
338,C-338,closed,Product Defect,711,139
339,C-339,closed,Product Defect,577,630
340,C-340,closed,Billing Issue,3006,152
341,C-341,closed,Service Quality,1298,46
342,C-342,open,Billing Issue,770,762
343,C-343,open,Service Quality,1980,190
344,C-344,open,Billing Issue,335,589
345,C-345,open,Service Quality,357,277
346,C-346,open,Service Quality,1031,512
347,C-347,closed,Billing Issue,1030,50
348,C-348,open,Product Defect,755,715
349,C-349,closed,Late Delivery,4072,400
350,C-350,open,Billing Issue,785,668
351,C-351,closed,Billing Issue,1646,144
352,C-352,closed,Product Defect,111,51
353,C-353,closed,Product Defect,3125,542
354,C-354,open,Service Quality,2539,267
355,C-355,open,Product Defect,4324,5
356,C-356,closed,Service Quality,2793,486
357,C-357,closed,Service Quality,1228,204
358,C-358,closed,Product Defect,3258,155
359,C-359,open,Product Defect,1569,706
360,C-360,open,Service Quality,4796,386
361,C-361,closed,Late Delivery,532,356
362,C-362,open,Late Delivery,3031,635
363,C-363,closed,Service Quality,3209,106
364,C-364,open,Product Defect,1114,162
365,C-365,closed,Service Quality,2369,119
366,C-366,open,Billing Issue,4101,143
367,C-367,open,Billing Issue,4947,109
368,C-368,open,Billing Issue,137,605
369,C-369,open,Late Delivery,1820,183
370,C-370,open,Billing Issue,1105,320
371,C-371,open,Late Delivery,112,459
372,C-372,closed,Service Quality,4971,716
373,C-373,open,Billing Issue,4685,603
374,C-374,closed,Late Delivery,2887,328
375,C-375,open,Billing Issue,4671,227
376,C-376,closed,Product Defect,4835,672
377,C-377,closed,Late Delivery,768,391
378,C-378,closed,Billing Issue,4326,778
379,C-379,closed,Service Quality,1678,328
380,C-380,open,Late Delivery,1631,671
381,C-381,closed,Product Defect,1796,120
382,C-382,open,Late Delivery,2798,180
383,C-383,open,Product Defect,4717,438
384,C-384,open,Late Delivery,3273,346
385,C-385,open,Late Delivery,659,686
386,C-386,open,Service Quality,2341,166
387,C-387,open,Late Delivery,323,776
388,C-388,open,Late Delivery,3689,773
389,C-389,open,Late Delivery,587,423
390,C-390,open,Service Quality,379,550
391,C-391,open,Late Delivery,1874,311
392,C-392,closed,Late Delivery,2436,754
393,C-393,open,Product Defect,2908,76
394,C-394,open,Service Quality,1310,800
395,C-395,open,Late Delivery,638,397
396,C-396,closed,Billing Issue,1818,110
397,C-397,closed,Billing Issue,4875,659
398,C-398,open,Service Quality,1156,43
399,C-399,open,Late Delivery,4286,440
400,C-400,closed,Service Quality,3836,490
401,C-401,closed,Product Defect,80,249
402,C-402,open,Late Delivery,3167,566
403,C-403,open,Late Delivery,917,18
404,C-404,closed,Product Defect,4371,622
405,C-405,open,Product Defect,4861,196
406,C-406,closed,Service Quality,3379,206
407,C-407,closed,Late Delivery,669,133
408,C-408,open,Product Defect,4064,664
409,C-409,open,Late Delivery,3357,746
410,C-410,open,Service Quality,4265,10
411,C-411,open,Late Delivery,4460,775
412,C-412,closed,Service Quality,2102,799
413,C-413,open,Product Defect,2938,259
414,C-414,open,Billing Issue,2102,426
415,C-415,open,Billing Issue,3537,72
416,C-416,open,Late Delivery,1599,702
417,C-417,open,Billing Issue,1623,491
418,C-418,open,Service Quality,453,266
419,C-419,open,Service Quality,4787,429
420,C-420,closed,Service Quality,2005,402
421,C-421,closed,Service Quality,856,568
422,C-422,open,Late Delivery,1646,667
423,C-423,open,Billing Issue,2826,726
424,C-424,closed,Billing Issue,1983,305
425,C-425,open,Late Delivery,1237,715
426,C-426,open,Service Quality,4549,314
427,C-427,closed,Service Quality,1190,447
428,C-428,closed,Product Defect,227,683
429,C-429,closed,Billing Issue,3135,564
430,C-430,closed,Billing Issue,3501,309
431,C-431,open,Product Defect,4250,707
432,C-432,open,Product Defect,2949,157
433,C-433,open,Service Quality,3437,779
434,C-434,closed,Billing Issue,2888,190
435,C-435,open,Late Delivery,4479,411
436,C-436,closed,Billing Issue,4163,64
437,C-437,open,Billing Issue,4432,122
438,C-438,open,Late Delivery,622,398
439,C-439,closed,Product Defect,1215,331
440,C-440,closed,Late Delivery,374,797
441,C-441,open,Late Delivery,3497,99
442,C-442,closed,Service Quality,4113,57
443,C-443,open,Product Defect,2302,620
444,C-444,open,Late Delivery,2575,555
445,C-445,open,Product Defect,475,190
446,C-446,open,Service Quality,3759,262
447,C-447,closed,Late Delivery,4213,33
448,C-448,open,Late Delivery,1530,619
449,C-449,closed,Product Defect,1899,306
450,C-450,closed,Product Defect,3172,756
451,C-451,open,Product Defect,68,443
452,C-452,closed,Product Defect,1843,129
453,C-453,closed,Billing Issue,2001,386
454,C-454,closed,Billing Issue,1755,15
455,C-455,open,Service Quality,4642,69
456,C-456,closed,Service Quality,4585,547
457,C-457,closed,Product Defect,24,708
458,C-458,closed,Service Quality,4453,432
459,C-459,open,Late Delivery,4323,409
460,C-460,closed,Late Delivery,4735,548
461,C-461,open,Product Defect,3894,773
462,C-462,closed,Billing Issue,3546,709
463,C-463,open,Service Quality,1645,776
464,C-464,closed,Late Delivery,2989,112
465,C-465,open,Late Delivery,952,707
466,C-466,closed,Service Quality,3705,623
467,C-467,open,Billing Issue,2238,160
468,C-468,closed,Service Quality,3593,116
469,C-469,closed,Late Delivery,747,784
470,C-470,open,Late Delivery,2153,269
471,C-471,open,Billing Issue,1266,23
472,C-472,open,Product Defect,632,243
473,C-473,closed,Billing Issue,3099,671
474,C-474,closed,Late Delivery,4254,24
475,C-475,closed,Billing Issue,2206,96
476,C-476,closed,Late Delivery,2294,743
477,C-477,closed,Late Delivery,729,348
478,C-478,open,Late Delivery,281,541
479,C-479,open,Billing Issue,3172,288
480,C-480,closed,Late Delivery,917,256
481,C-481,open,Service Quality,4803,788
482,C-482,open,Service Quality,3403,325
483,C-483,open,Late Delivery,4725,652
484,C-484,open,Service Quality,4994,376
485,C-485,open,Product Defect,4980,288
486,C-486,closed,Product Defect,4646,304
487,C-487,open,Billing Issue,2084,100
488,C-488,open,Billing Issue,4143,713
489,C-489,open,Billing Issue,4874,518
490,C-490,closed,Service Quality,4098,436
491,C-491,closed,Product Defect,2692,713
492,C-492,closed,Product Defect,4487,231
493,C-493,closed,Late Delivery,891,201
494,C-494,open,Service Quality,3433,677
495,C-495,open,Late Delivery,4249,36
496,C-496,open,Billing Issue,2865,9
497,C-497,closed,Service Quality,602,627
498,C-498,closed,Late Delivery,2508,349
499,C-499,open,Service Quality,26,192
500,C-500,open,Billing Issue,1089,350
501,C-501,open,Service Quality,2178,700
502,C-502,closed,Late Delivery,1599,490
503,C-503,closed,Late Delivery,1619,195
504,C-504,closed,Service Quality,2165,298
505,C-505,open,Billing Issue,3301,292
506,C-506,closed,Late Delivery,2566,450
507,C-507,open,Late Delivery,1696,142
508,C-508,closed,Billing Issue,1191,104
509,C-509,open,Product Defect,1789,438
510,C-510,closed,Late Delivery,3259,490
511,C-511,open,Service Quality,1274,164
512,C-512,open,Billing Issue,4475,759
513,C-513,open,Product Defect,1472,717
514,C-514,open,Late Delivery,150,714
515,C-515,closed,Product Defect,2213,743
516,C-516,closed,Service Quality,619,404
517,C-517,closed,Service Quality,2553,702
518,C-518,open,Billing Issue,2449,106
519,C-519,open,Product Defect,445,15
520,C-520,open,Late Delivery,4462,95
521,C-521,closed,Billing Issue,4879,309
522,C-522,closed,Product Defect,2185,760
523,C-523,open,Service Quality,3458,720
524,C-524,open,Late Delivery,3050,89
525,C-525,closed,Service Quality,4521,524
526,C-526,closed,Product Defect,1647,760
527,C-527,open,Billing Issue,2463,765
528,C-528,open,Service Quality,3675,261
529,C-529,closed,Product Defect,2369,675
530,C-530,open,Service Quality,2609,64
531,C-531,open,Product Defect,929,187
532,C-532,closed,Service Quality,3896,370
533,C-533,open,Late Delivery,3023,448
534,C-534,open,Product Defect,3380,500
535,C-535,closed,Product Defect,2349,299
536,C-536,open,Late Delivery,1458,506
537,C-537,closed,Late Delivery,11,102
538,C-538,open,Late Delivery,2339,795
539,C-539,open,Billing Issue,4405,105
540,C-540,open,Billing Issue,1184,594
541,C-541,closed,Product Defect,1817,4
542,C-542,closed,Billing Issue,2128,377
543,C-543,open,Product Defect,2649,336
544,C-544,open,Billing Issue,2292,370
545,C-545,closed,Service Quality,194,461
546,C-546,open,Billing Issue,630,565
547,C-547,closed,Late Delivery,1548,634
548,C-548,open,Service Quality,757,32
549,C-549,closed,Product Defect,3754,296
550,C-550,open,Billing Issue,3242,423
551,C-551,open,Billing Issue,2558,754
552,C-552,closed,Service Quality,702,521
553,C-553,open,Service Quality,587,724
554,C-554,open,Billing Issue,4872,52
555,C-555,closed,Late Delivery,1980,661
556,C-556,closed,Billing Issue,4912,653
557,C-557,open,Late Delivery,3279,568
558,C-558,open,Billing Issue,4993,641
559,C-559,open,Late Delivery,3394,410
560,C-560,open,Late Delivery,2913,272
561,C-561,closed,Product Defect,1072,180
562,C-562,closed,Service Quality,3507,338
563,C-563,open,Billing Issue,898,665
564,C-564,closed,Service Quality,4894,372
565,C-565,open,Service Quality,1036,15
566,C-566,closed,Service Quality,4613,436
567,C-567,closed,Product Defect,1889,174
568,C-568,open,Service Quality,3506,120
569,C-569,closed,Late Delivery,176,612
570,C-570,closed,Late Delivery,3811,632
571,C-571,open,Product Defect,306,105
572,C-572,open,Late Delivery,4817,236
573,C-573,closed,Product Defect,88,139
574,C-574,closed,Late Delivery,4742,572
575,C-575,open,Product Defect,470,6
576,C-576,closed,Late Delivery,3392,59
577,C-577,closed,Billing Issue,1026,182
578,C-578,open,Product Defect,468,104
579,C-579,closed,Billing Issue,677,693
580,C-580,closed,Service Quality,1392,675
581,C-581,closed,Service Quality,4306,674
582,C-582,open,Product Defect,2042,377
583,C-583,closed,Product Defect,1456,514
584,C-584,open,Service Quality,692,304
585,C-585,open,Late Delivery,3164,303
586,C-586,open,Product Defect,1586,205
587,C-587,closed,Billing Issue,397,595
588,C-588,open,Product Defect,4733,582
589,C-589,closed,Late Delivery,1646,363
590,C-590,closed,Service Quality,1057,326
591,C-591,open,Billing Issue,4366,220
592,C-592,open,Product Defect,4833,327
593,C-593,closed,Service Quality,2432,642
594,C-594,closed,Billing Issue,1988,652
595,C-595,open,Product Defect,2993,174
596,C-596,open,Product Defect,3107,624
597,C-597,closed,Billing Issue,2873,691
598,C-598,closed,Product Defect,907,408
599,C-599,closed,Service Quality,3027,631
600,C-600,closed,Billing Issue,1319,571
601,C-601,open,Billing Issue,1077,51
602,C-602,open,Late Delivery,1477,730
603,C-603,open,Product Defect,3240,469
604,C-604,closed,Service Quality,4502,40
605,C-605,open,Service Quality,412,367
606,C-606,open,Service Quality,2904,545
607,C-607,open,Service Quality,1479,639
608,C-608,open,Service Quality,3988,77
609,C-609,closed,Billing Issue,3115,342
610,C-610,open,Billing Issue,2910,247
611,C-611,closed,Billing Issue,230,704
612,C-612,open,Late Delivery,725,570
613,C-613,open,Service Quality,4517,133
614,C-614,closed,Service Quality,3514,183
615,C-615,closed,Service Quality,2296,279
616,C-616,open,Product Defect,306,666
617,C-617,closed,Product Defect,2738,62
618,C-618,open,Late Delivery,1061,415
619,C-619,closed,Service Quality,910,631
620,C-620,closed,Service Quality,1312,158
621,C-621,open,Late Delivery,1699,329
622,C-622,open,Billing Issue,2630,163
623,C-623,open,Late Delivery,1532,771
624,C-624,closed,Service Quality,1683,545
625,C-625,closed,Service Quality,3062,581
626,C-626,closed,Service Quality,2708,353
627,C-627,open,Service Quality,275,139
628,C-628,open,Service Quality,2409,500
629,C-629,open,Product Defect,2957,579
630,C-630,open,Billing Issue,1713,445
631,C-631,open,Late Delivery,3944,780
632,C-632,closed,Billing Issue,2924,51
633,C-633,open,Billing Issue,4447,484
634,C-634,closed,Late Delivery,1791,759
635,C-635,closed,Product Defect,1236,488
636,C-636,open,Service Quality,2469,421
637,C-637,closed,Service Quality,1539,493
638,C-638,closed,Product Defect,2906,643
639,C-639,open,Service Quality,1207,234
640,C-640,closed,Service Quality,365,506
641,C-641,open,Late Delivery,2578,689
642,C-642,closed,Billing Issue,53,157
643,C-643,closed,Product Defect,2616,461
644,C-644,open,Service Quality,1539,690
645,C-645,open,Product Defect,3645,71
646,C-646,open,Service Quality,3912,756
647,C-647,closed,Service Quality,4788,574
648,C-648,closed,Product Defect,213,735
649,C-649,closed,Late Delivery,4438,418
650,C-650,open,Late Delivery,4430,286
651,C-651,closed,Late Delivery,4951,593
652,C-652,open,Late Delivery,1747,265
653,C-653,closed,Service Quality,4333,700
654,C-654,open,Billing Issue,3905,541
655,C-655,closed,Late Delivery,680,359
656,C-656,open,Service Quality,2012,241
657,C-657,open,Service Quality,324,619
658,C-658,open,Product Defect,2218,525
659,C-659,open,Service Quality,3288,771
660,C-660,open,Billing Issue,477,639
661,C-661,closed,Billing Issue,3158,703
662,C-662,open,Billing Issue,195,16
663,C-663,closed,Late Delivery,605,191
664,C-664,open,Product Defect,1033,164
665,C-665,closed,Service Quality,4748,145
666,C-666,closed,Billing Issue,810,355
667,C-667,open,Product Defect,3757,757
668,C-668,open,Late Delivery,1874,385
669,C-669,open,Service Quality,140,752
670,C-670,closed,Product Defect,1366,299
671,C-671,open,Service Quality,412,266
672,C-672,closed,Service Quality,1833,111
673,C-673,open,Service Quality,200,661
674,C-674,closed,Product Defect,3650,132
675,C-675,closed,Late Delivery,1333,396
676,C-676,closed,Product Defect,3212,482
677,C-677,closed,Late Delivery,494,710
678,C-678,closed,Product Defect,2536,772
679,C-679,open,Late Delivery,3107,345
680,C-680,open,Late Delivery,1281,679
681,C-681,closed,Service Quality,4852,297
682,C-682,open,Product Defect,957,730
683,C-683,open,Billing Issue,2716,238
684,C-684,closed,Late Delivery,3177,653
685,C-685,closed,Billing Issue,399,314
686,C-686,open,Service Quality,2374,406
687,C-687,open,Product Defect,2708,444
688,C-688,closed,Service Quality,4007,115
689,C-689,closed,Late Delivery,2747,63
690,C-690,closed,Late Delivery,3101,309
691,C-691,open,Late Delivery,4691,716
692,C-692,open,Billing Issue,709,3
693,C-693,open,Product Defect,3527,789
694,C-694,closed,Late Delivery,547,25
695,C-695,open,Service Quality,4490,549
696,C-696,closed,Billing Issue,4760,412
697,C-697,closed,Service Quality,3811,610
698,C-698,open,Service Quality,4846,663
699,C-699,closed,Service Quality,1102,317
700,C-700,open,Late Delivery,2807,255
701,C-701,closed,Product Defect,758,727
702,C-702,closed,Service Quality,4292,650
703,C-703,open,Billing Issue,4786,147
704,C-704,closed,Product Defect,170,104
